                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  4.003,                  4.753,                 3.4305,                0.35317,                0.03195,                0.00555,                 0.0017,                 3.3491,                 4.1039,                 2.8454,                0.07009,              0.0033233,              0.0033233
                      2,                 3.2991,                 3.7455,                 2.4662,                0.45826,                 0.1011,                0.03327,                0.01312,                 2.8145,                  3.876,                 2.2136,               0.040057,              0.0066237,              0.0066237
                      3,                 2.8495,                  3.253,                 2.0705,                0.16061,                0.06024,                0.01344,                0.00466,                 3.2873,                 11.312,                 2.3478,              0.0099915,              0.0098911,              0.0098911
                      4,                 2.5768,                 2.8256,                 1.8535,                0.54113,                 0.1504,                 0.1084,                0.04423,                 2.4023,                 3.1803,                 1.8801,              0.0098515,              0.0098515,              0.0098515
                      5,                 2.3334,                 2.5023,                 1.6875,                0.60365,                0.16021,                0.18744,                0.08844,                 2.2205,                  2.664,                 1.7371,               0.009802,               0.009802,               0.009802
                      6,                 2.1963,                 2.2591,                 1.6075,                 0.6055,                0.21959,                0.23265,                0.11438,                 2.0544,                 2.2063,                 1.6542,              0.0097525,              0.0097525,              0.0097525
                      7,                 2.1117,                 2.1277,                  1.542,                0.57769,                0.20751,                0.22417,                0.10498,                 2.0452,                 2.0615,                 1.6197,               0.009703,               0.009703,               0.009703
                      8,                 2.0243,                 1.9527,                 1.4826,                0.64378,                0.24021,                0.26549,                0.13249,                 1.9457,                   2.03,                 1.5815,              0.0096535,              0.0096535,              0.0096535
                      9,                 2.0044,                  1.975,                   1.48,                0.60441,                0.27776,                0.29096,                0.14869,                 1.8847,                 1.8546,                 1.5312,               0.009604,               0.009604,               0.009604
                     10,                 1.9065,                 1.8198,                 1.4214,                0.55794,                 0.2855,                0.31755,                0.16096,                 1.8687,                 1.7965,                 1.4955,              0.0095545,              0.0095545,              0.0095545
