                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.7088,                 1.5509,                  1.324,                 1.8525,                  1.912,                  1.219,                0.63197,                0.31004,                0.29705,                0.16143,                 1.6648,                 1.6194,                 1.4063,                 1.6903,                 1.9714,                 1.3048,               0.009109,               0.009109,               0.009109
                     21,                 1.6605,                 1.4997,                 1.3101,                 1.8261,                 1.8798,                 1.2157,                0.75724,                0.27471,                0.31105,                0.17294,                 1.6638,                 1.5478,                  1.407,                 1.7116,                 1.8738,                 1.3089,              0.0090595,              0.0090595,              0.0090595
                     22,                 1.6637,                  1.474,                 1.2943,                 1.8181,                 1.8198,                 1.1973,                 0.4978,                0.31693,                0.32303,                0.18253,                 1.6794,                 1.5953,                 1.4128,                 1.7295,                 1.9577,                 1.3156,                0.00901,                0.00901,                0.00901
                     23,                 1.6588,                 1.4788,                 1.2975,                 1.8271,                 1.8299,                 1.2006,                0.73998,                0.32297,                0.34497,                0.19048,                 1.6408,                 1.5048,                 1.3973,                 1.6976,                 1.8417,                  1.323,              0.0089605,              0.0089605,              0.0089605
                     24,                  1.675,                 1.4861,                 1.2959,                 1.8329,                 1.8219,                 1.1951,                0.62622,                0.31878,                0.34429,                 0.1936,                 1.6067,                 1.4537,                 1.3804,                 1.6599,                 1.7179,                 1.2936,               0.008911,               0.008911,               0.008911
                     25,                 1.6436,                 1.4629,                 1.2805,                 1.8065,                  1.778,                 1.1888,                0.62215,                0.32262,                0.35821,                0.19811,                 1.6476,                 1.4141,                 1.4054,                 1.6981,                 1.6849,                 1.3256,              0.0088615,              0.0088615,              0.0088615
                     26,                 1.6294,                 1.4389,                 1.2788,                 1.7984,                 1.7714,                 1.1951,                0.69593,                0.31154,                0.33777,                0.19004,                 1.6464,                 1.5007,                 1.3968,                 1.7126,                 1.8566,                 1.3149,               0.008812,               0.008812,               0.008812
                     27,                 1.6135,                 1.4167,                 1.2764,                 1.7774,                 1.7346,                 1.1938,                0.64647,                0.33463,                0.36357,                0.20816,                 1.6126,                 1.3491,                 1.3877,                 1.6837,                 1.5825,                   1.31,              0.0087625,              0.0087625,              0.0087625
                     28,                 1.5801,                 1.3645,                 1.2508,                 1.7663,                 1.6793,                 1.1726,                0.59597,                0.36212,                0.36939,                0.20873,                 1.5965,                 1.3379,                 1.3793,                 1.6567,                 1.6022,                    1.3,               0.008713,               0.008713,               0.008713
                     29,                 1.6146,                 1.4146,                 1.2768,                 1.7851,                 1.7463,                 1.1973,                0.56323,                0.34164,                   0.38,                0.21545,                 1.5897,                 1.3321,                 1.3591,                 1.6618,                 1.6321,                 1.2909,              0.0086635,              0.0086635,              0.0086635
                     30,                 1.5909,                  1.356,                 1.2449,                 1.7667,                 1.6483,                 1.1612,                0.60678,                0.33076,                0.37021,                0.21218,                 1.5776,                  1.365,                  1.342,                 1.6666,                 1.6625,                 1.2811,               0.008614,               0.008614,               0.008614
                     31,                 1.5546,                 1.3206,                 1.2418,                 1.7468,                 1.6251,                 1.1676,                0.55381,                0.37072,                0.39267,                0.22736,                 1.5406,                  1.281,                 1.3417,                  1.614,                  1.509,                 1.2735,              0.0085645,              0.0085645,              0.0085645
                     32,                 1.5713,                 1.3254,                 1.2476,                 1.7544,                 1.6155,                 1.1688,                0.54575,                0.38443,                0.39823,                0.23116,                 1.5497,                 1.2794,                 1.3338,                  1.624,                 1.5789,                 1.2725,               0.008515,               0.008515,               0.008515
                     33,                 1.5454,                 1.2881,                 1.2293,                 1.7388,                 1.5636,                 1.1572,                0.54174,                 0.3728,                0.38737,                0.22526,                 1.5554,                   1.33,                 1.3395,                 1.6501,                 1.5527,                 1.2882,              0.0084655,              0.0084655,              0.0084655
                     34,                  1.531,                 1.2841,                 1.2288,                 1.7184,                 1.5575,                 1.1554,                0.62469,                0.37778,                0.40967,                0.23569,                 1.5479,                 1.2422,                 1.3451,                 1.6339,                 1.4663,                 1.2848,               0.008416,               0.008416,               0.008416
                     35,                 1.5058,                 1.2478,                 1.2166,                 1.6941,                 1.5229,                 1.1475,                0.61169,                0.38259,                0.40574,                0.23621,                 1.5353,                 1.2492,                 1.3318,                 1.6339,                 1.4743,                 1.2786,              0.0083665,              0.0083665,              0.0083665
                     36,                 1.5327,                 1.2759,                 1.2273,                 1.7246,                 1.5491,                 1.1511,                0.47741,                0.38623,                 0.4086,                0.23434,                 1.5343,                 1.2484,                 1.3316,                 1.6067,                 1.5517,                 1.2657,               0.008317,               0.008317,               0.008317
                     37,                 1.5249,                  1.277,                 1.2154,                 1.7173,                 1.5592,                 1.1481,                0.48772,                0.39493,                0.41152,                0.23636,                 1.5308,                  1.269,                 1.3247,                 1.6119,                 1.4703,                 1.2659,              0.0082675,              0.0082675,              0.0082675
                     38,                 1.4951,                 1.2288,                 1.2026,                 1.6913,                 1.4847,                 1.1377,                0.54243,                0.38806,                 0.4182,                0.24483,                 1.5216,                 1.2404,                 1.3179,                 1.6003,                 1.4934,                 1.2584,               0.008218,               0.008218,               0.008218
                     39,                 1.5035,                 1.2483,                 1.2187,                  1.702,                 1.5321,                 1.1555,                0.49246,                0.38798,                0.41591,                0.24547,                  1.534,                 1.2958,                 1.3212,                  1.629,                 1.5925,                 1.2701,              0.0081685,              0.0081685,              0.0081685
                     40,                 1.5002,                 1.2483,                 1.2129,                 1.6918,                 1.5082,                 1.1459,                0.53217,                0.39584,                0.42308,                0.24116,                 1.5091,                 1.2288,                 1.3106,                 1.6132,                 1.5062,                 1.2637,               0.008119,               0.008119,               0.008119
                     41,                 1.5097,                 1.2117,                  1.211,                 1.7085,                 1.4598,                 1.1466,                0.55702,                0.39152,                0.44107,                0.25916,                 1.4975,                 1.1964,                 1.3029,                 1.5951,                 1.4045,                 1.2557,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.4803,                 1.2201,                    1.2,                 1.6812,                 1.4712,                 1.1373,                0.68091,                0.40571,                0.43326,                0.25453,                 1.5141,                 1.2161,                 1.3094,                 1.6068,                 1.4481,                 1.2497,                0.00802,                0.00802,                0.00802
                     43,                 1.4567,                 1.1877,                 1.1912,                  1.666,                 1.4367,                 1.1334,                0.56179,                0.41674,                0.42979,                0.25389,                 1.5005,                 1.2089,                  1.304,                 1.6039,                 1.4373,                 1.2542,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.4772,                 1.2003,                 1.1941,                 1.6855,                  1.454,                 1.1368,                0.51912,                0.42624,                0.45468,                0.26825,                  1.482,                 1.1802,                 1.2998,                 1.5833,                 1.4096,                 1.2541,               0.007921,               0.007921,               0.007921
                     45,                 1.4651,                 1.1848,                  1.189,                 1.6835,                 1.4307,                 1.1324,                0.50437,                 0.4145,                0.44295,                0.26683,                 1.4961,                 1.1708,                 1.2969,                  1.591,                 1.3857,                 1.2478,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.4712,                 1.2068,                 1.1937,                 1.6725,                 1.4533,                 1.1342,                0.60732,                0.42527,                0.45353,                0.27139,                  1.487,                 1.1876,                  1.298,                 1.5895,                 1.4074,                  1.252,               0.007822,               0.007822,               0.007822
                     47,                 1.4524,                  1.166,                 1.1844,                 1.6568,                 1.4126,                 1.1302,                0.57867,                0.41621,                0.45523,                0.27316,                 1.4831,                 1.1827,                 1.2963,                  1.578,                 1.4062,                 1.2458,              0.0077725,              0.0077725,              0.0077725
                     48,                  1.447,                  1.177,                 1.1869,                 1.6557,                 1.4266,                   1.13,                0.58836,                0.43278,                0.44951,                0.26872,                  1.474,                 1.1623,                 1.2823,                 1.5796,                 1.3476,                 1.2415,               0.007723,               0.007723,               0.007723
                     49,                 1.4375,                 1.1445,                 1.1719,                 1.6425,                 1.3804,                 1.1191,                0.57977,                0.45693,                0.45892,                0.26976,                 1.4788,                 1.1462,                 1.2812,                 1.5824,                 1.3218,                 1.2378,              0.0076735,              0.0076735,              0.0076735
                     50,                  1.433,                 1.1425,                 1.1784,                 1.6383,                 1.3797,                 1.1228,                0.56326,                0.43225,                0.46813,                0.27707,                 1.4586,                 1.1317,                 1.2712,                 1.5725,                 1.3287,                 1.2351,               0.007624,               0.007624,               0.007624
                     51,                 1.4466,                 1.1562,                 1.1836,                 1.6551,                 1.3867,                 1.1254,                0.53812,                0.44861,                0.46422,                0.27504,                 1.4686,                 1.1416,                  1.284,                  1.571,                 1.3128,                 1.2374,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.4228,                 1.1346,                 1.1783,                 1.6316,                 1.3633,                 1.1242,                0.59122,                0.45281,                0.47274,                 0.2849,                  1.452,                 1.1116,                 1.2677,                 1.5582,                 1.2863,                 1.2299,               0.007525,               0.007525,               0.007525
                     53,                 1.4184,                  1.107,                 1.1648,                 1.6301,                 1.3375,                 1.1143,                0.54875,                0.45909,                0.47702,                0.28423,                 1.4492,                 1.1073,                 1.2663,                  1.565,                  1.303,                 1.2308,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.4196,                 1.1302,                  1.165,                 1.6316,                 1.3582,                 1.1098,                 0.5697,                0.44941,                0.47508,                0.28567,                 1.4398,                 1.1098,                 1.2688,                 1.5456,                 1.3102,                 1.2245,               0.007426,               0.007426,               0.007426
                     55,                 1.4069,                 1.0954,                 1.1662,                 1.6239,                  1.316,                 1.1121,                0.61878,                0.45564,                0.47807,                0.28764,                 1.4438,                 1.1301,                 1.2687,                 1.5544,                 1.3315,                 1.2294,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.4044,                 1.1431,                 1.1692,                 1.6168,                 1.3739,                 1.1189,                0.60549,                0.44801,                0.46421,                0.28269,                 1.4461,                 1.1047,                 1.2692,                 1.5472,                  1.282,                 1.2245,               0.007327,               0.007327,               0.007327
                     57,                 1.3983,                 1.0998,                 1.1592,                 1.6106,                 1.3159,                 1.1102,                0.60475,                0.45739,                0.47616,                0.28162,                 1.4304,                 1.1015,                 1.2586,                 1.5468,                  1.296,                 1.2248,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.4105,                 1.1034,                 1.1621,                 1.6225,                 1.3214,                 1.1127,                0.60495,                 0.4537,                0.46875,                0.28287,                 1.4319,                 1.1018,                  1.259,                 1.5526,                 1.3026,                 1.2234,               0.007228,               0.007228,               0.007228
                     59,                  1.394,                 1.0965,                 1.1647,                 1.6058,                 1.3032,                  1.113,                0.65087,                0.44465,                0.48152,                0.28799,                 1.4328,                 1.0805,                 1.2639,                 1.5556,                 1.2747,                 1.2288,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.3899,                 1.0677,                 1.1442,                 1.6058,                 1.2653,                 1.0958,                0.64746,                0.45006,                0.48636,                0.29264,                  1.434,                 1.0888,                 1.2603,                 1.5585,                 1.2473,                 1.2259,               0.007129,               0.007129,               0.007129
                     61,                  1.367,                 1.0628,                 1.1407,                 1.5796,                 1.2633,                 1.0952,                0.57131,                0.44321,                0.49017,                0.29779,                 1.4258,                 1.0787,                 1.2555,                 1.5455,                 1.2716,                 1.2203,              0.0070795,              0.0070795,              0.0070795
                     62,                 1.3932,                 1.0753,                 1.1476,                 1.6089,                 1.2761,                 1.0977,                0.65284,                0.47144,                0.50412,                0.30151,                 1.4277,                 1.0736,                 1.2573,                 1.5502,                 1.2638,                 1.2234,                0.00703,                0.00703,                0.00703
                     63,                 1.3859,                 1.0787,                 1.1544,                 1.6009,                 1.2954,                 1.1062,                0.62412,                0.46766,                0.49567,                0.29992,                  1.417,                 1.0715,                 1.2541,                 1.5397,                 1.2715,                 1.2177,              0.0069805,              0.0069805,              0.0069805
                     64,                 1.3744,                 1.0507,                 1.1385,                 1.5987,                 1.2539,                 1.0922,                0.56276,                0.48254,                0.49827,                0.30277,                 1.4136,                 1.0708,                 1.2467,                 1.5293,                 1.2508,                 1.2132,               0.006931,               0.006931,               0.006931
                     65,                 1.3738,                 1.0604,                 1.1475,                 1.5835,                 1.2468,                 1.0984,                0.57446,                  0.489,                 0.5006,                0.30284,                 1.4136,                 1.0632,                  1.253,                 1.5326,                 1.2543,                  1.219,              0.0068815,              0.0068815,              0.0068815
                     66,                  1.373,                 1.0678,                 1.1506,                 1.5781,                 1.2663,                 1.1017,                0.56237,                0.47354,                0.49921,                0.30463,                  1.412,                 1.0758,                 1.2473,                 1.5304,                 1.2368,                 1.2156,               0.006832,               0.006832,               0.006832
                     67,                 1.3823,                 1.0617,                 1.1419,                 1.5937,                 1.2463,                 1.0972,                0.64435,                0.46959,                  0.502,                0.30435,                 1.4061,                 1.0376,                  1.247,                 1.5257,                 1.2246,                 1.2132,              0.0067825,              0.0067825,              0.0067825
                     68,                 1.3664,                 1.0408,                 1.1401,                 1.5833,                 1.2327,                 1.0946,                0.69393,                0.47618,                0.50946,                0.30805,                 1.4033,                 1.0453,                 1.2447,                  1.525,                 1.2184,                 1.2118,               0.006733,               0.006733,               0.006733
                     69,                 1.3565,                 1.0321,                 1.1343,                 1.5817,                 1.2183,                 1.0869,                0.63231,                0.47794,                0.50167,                0.30613,                  1.397,                 1.0356,                 1.2416,                 1.5173,                 1.2125,                 1.2111,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.3612,                  1.032,                  1.129,                 1.5949,                 1.2297,                 1.0852,                0.62288,                0.50106,                0.51088,                0.31731,                 1.3939,                 1.0401,                 1.2386,                 1.5103,                 1.2098,                 1.2039,               0.006634,               0.006634,               0.006634
                     71,                 1.3443,                 1.0301,                 1.1321,                 1.5754,                 1.2281,                  1.091,                0.64562,                0.47525,                0.51417,                0.31702,                  1.401,                 1.0365,                 1.2467,                 1.5175,                 1.2257,                 1.2096,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.3337,                 1.0128,                 1.1218,                 1.5569,                 1.2007,                 1.0833,                0.63565,                0.50949,                0.51295,                0.31823,                  1.387,                 1.0607,                  1.236,                  1.511,                 1.2502,                 1.2035,               0.006535,               0.006535,               0.006535
                     73,                 1.3414,                 1.0241,                  1.133,                 1.5611,                 1.2146,                 1.0924,                0.64186,                0.50217,                0.51777,                0.32156,                 1.3891,                  1.031,                 1.2342,                 1.5163,                 1.2125,                 1.2048,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.3473,                 1.0196,                 1.1232,                 1.5692,                  1.211,                 1.0797,                0.66747,                 0.4746,                 0.5181,                0.32023,                 1.3951,                 1.0415,                 1.2422,                 1.5164,                 1.2266,                 1.2063,               0.006436,               0.006436,               0.006436
                     75,                 1.3434,                 1.0091,                 1.1269,                 1.5569,                 1.1987,                 1.0816,                0.63967,                0.49479,                0.51611,                0.31821,                 1.3851,                 1.0427,                 1.2374,                 1.5099,                  1.238,                 1.2038,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.3302,                0.99983,                 1.1183,                 1.5552,                 1.1882,                 1.0772,                0.69323,                0.46483,                0.52477,                0.32727,                 1.3803,                 1.0293,                 1.2321,                 1.5061,                 1.2192,                 1.1989,               0.006337,               0.006337,               0.006337
                     77,                 1.3343,                0.99848,                 1.1241,                 1.5742,                 1.1772,                 1.0814,                0.73327,                0.47704,                0.52013,                0.32061,                 1.3875,                 1.0508,                 1.2342,                 1.5147,                 1.2283,                 1.2017,              0.0062875,              0.0062875,              0.0062875
                     78,                 1.3487,                 1.0186,                 1.1303,                 1.5643,                 1.2084,                 1.0882,                0.67735,                0.48977,                 0.5247,                 0.3224,                 1.3889,                 1.0268,                 1.2403,                 1.5112,                 1.1943,                 1.2036,               0.006238,               0.006238,               0.006238
                     79,                  1.312,                0.98111,                 1.1132,                  1.542,                 1.1603,                 1.0745,                0.62452,                0.50484,                0.52378,                0.32429,                 1.3782,                 1.0257,                 1.2301,                 1.5078,                 1.2048,                 1.1993,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.3367,                0.98846,                 1.1165,                   1.55,                 1.1603,                 1.0736,                0.63104,                0.51966,                0.52757,                0.32874,                  1.375,                 1.0174,                 1.2265,                 1.4974,                 1.2023,                 1.1917,               0.006139,               0.006139,               0.006139
                     81,                 1.3356,                 1.0109,                 1.1211,                  1.559,                 1.1752,                 1.0768,                0.66189,                0.49833,                0.52846,                0.32808,                 1.3725,                 1.0131,                 1.2261,                 1.4988,                 1.1875,                 1.1948,              0.0060895,              0.0060895,              0.0060895
                     82,                 1.3056,                0.96483,                 1.1061,                  1.522,                 1.1416,                 1.0682,                0.65459,                0.49912,                0.53134,                  0.331,                 1.3769,                 1.0151,                 1.2298,                 1.4971,                 1.1909,                 1.1968,                0.00604,                0.00604,                0.00604
                     83,                 1.2964,                0.96982,                 1.1145,                  1.524,                 1.1579,                 1.0784,                0.66093,                0.50716,                0.52994,                0.33105,                 1.3722,                  1.011,                 1.2266,                  1.491,                 1.1587,                 1.1918,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.3103,                0.98586,                 1.1107,                 1.5222,                 1.1591,                 1.0759,                0.66177,                0.50428,                0.53333,                0.33163,                 1.3703,                 1.0186,                 1.2267,                 1.4942,                 1.1939,                 1.1978,               0.005941,               0.005941,               0.005941
                     85,                   1.31,                0.96947,                 1.1032,                 1.5333,                  1.141,                 1.0642,                0.67067,                0.51397,                0.54073,                0.33648,                 1.3732,                 1.0051,                  1.226,                 1.4957,                 1.1505,                  1.195,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.2869,                0.95605,                 1.0917,                 1.5118,                  1.111,                 1.0541,                0.68635,                0.47911,                0.53256,                0.33331,                  1.368,                 1.0046,                 1.2228,                 1.4946,                 1.1577,                 1.1925,               0.005842,               0.005842,               0.005842
                     87,                 1.2713,                0.92811,                 1.0914,                 1.4926,                  1.093,                 1.0544,                0.66298,                0.50471,                0.53532,                0.33474,                 1.3644,                0.99954,                 1.2217,                 1.4908,                 1.1527,                 1.1915,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.2947,                0.95887,                 1.1031,                 1.5146,                  1.131,                 1.0677,                0.64662,                0.53227,                0.53399,                0.33542,                 1.3614,                 1.0049,                 1.2186,                 1.4874,                 1.1646,                 1.1902,               0.005743,               0.005743,               0.005743
                     89,                 1.2893,                0.94605,                 1.0999,                 1.5061,                 1.1169,                 1.0609,                0.64425,                0.51872,                0.53169,                0.33482,                   1.36,                 1.0066,                 1.2173,                 1.4842,                  1.162,                 1.1861,              0.0056935,              0.0056935,              0.0056935
                     90,                 1.2905,                0.95285,                 1.0985,                 1.5184,                 1.1222,                   1.06,                0.63762,                0.51716,                0.53686,                0.33806,                 1.3661,                0.99891,                 1.2211,                 1.4884,                 1.1473,                 1.1894,               0.005644,               0.005644,               0.005644
                     91,                 1.2721,                0.93067,                 1.1002,                 1.4882,                 1.0965,                 1.0643,                0.65334,                 0.5058,                0.53501,                0.33431,                 1.3567,                0.98872,                 1.2164,                 1.4844,                 1.1488,                 1.1855,              0.0055945,              0.0055945,              0.0055945
                     92,                 1.2855,                0.93833,                 1.0983,                  1.516,                 1.1122,                 1.0613,                0.65315,                0.51776,                0.53383,                0.33448,                 1.3581,                 1.0015,                 1.2139,                 1.4848,                 1.1754,                 1.1851,               0.005545,               0.005545,               0.005545
                     93,                 1.2824,                0.94479,                 1.0954,                 1.5073,                 1.1162,                 1.0592,                0.65968,                0.51067,                0.53662,                0.33776,                 1.3552,                0.99752,                 1.2169,                 1.4835,                 1.1588,                  1.186,              0.0054955,              0.0054955,              0.0054955
                     94,                 1.2778,                0.94071,                 1.1021,                 1.5122,                 1.1209,                 1.0682,                0.65313,                0.50901,                0.53503,                0.33607,                 1.3594,                0.99656,                 1.2202,                 1.4831,                 1.1616,                  1.188,               0.005446,               0.005446,               0.005446
                     95,                 1.2641,                0.92565,                 1.0879,                 1.4878,                 1.0821,                 1.0556,                0.67331,                0.50572,                0.54123,                0.34024,                 1.3586,                 0.9766,                 1.2195,                 1.4813,                 1.1168,                 1.1876,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.2766,                0.92542,                  1.094,                 1.4964,                 1.0875,                 1.0592,                0.64612,                0.52269,                0.54057,                0.33767,                 1.3528,                0.97739,                 1.2149,                 1.4817,                 1.1094,                 1.1859,               0.005347,               0.005347,               0.005347
                     97,                 1.2586,                0.92015,                 1.0924,                 1.4946,                 1.0986,                 1.0631,                0.65858,                0.51702,                0.54041,                0.33868,                 1.3514,                0.97876,                 1.2141,                 1.4764,                 1.1221,                 1.1841,              0.0052975,              0.0052975,              0.0052975
                     98,                 1.2688,                0.91864,                 1.0846,                 1.4894,                 1.0851,                 1.0482,                0.68148,                0.51178,                0.54701,                0.34577,                 1.3482,                0.97193,                 1.2129,                 1.4729,                 1.1282,                 1.1838,               0.005248,               0.005248,               0.005248
                     99,                 1.2552,                0.91942,                 1.0838,                 1.4822,                 1.0705,                 1.0483,                0.65544,                0.51222,                0.54565,                0.34347,                 1.3472,                0.97765,                 1.2103,                 1.4734,                 1.1314,                 1.1813,              0.0051985,              0.0051985,              0.0051985
                    100,                 1.2633,                0.92025,                  1.088,                 1.4932,                 1.0929,                 1.0582,                0.66464,                0.52255,                0.54648,                0.34271,                 1.3549,                0.98393,                 1.2156,                  1.481,                 1.1506,                 1.1854,               0.005149,               0.005149,               0.005149
                    101,                 1.2536,                0.90112,                 1.0779,                 1.4912,                 1.0608,                 1.0447,                0.65949,                 0.5149,                0.54755,                0.34549,                 1.3525,                0.98099,                 1.2114,                 1.4832,                 1.1451,                 1.1831,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.2672,                0.92672,                 1.0874,                 1.5038,                 1.0977,                 1.0521,                0.65655,                 0.5188,                0.54532,                0.34488,                 1.3486,                0.97229,                 1.2095,                 1.4738,                 1.1333,                 1.1786,                0.00505,                0.00505,                0.00505
                    103,                 1.2494,                0.90248,                 1.0757,                 1.4724,                 1.0616,                  1.045,                0.66529,                0.51704,                0.54693,                0.34589,                 1.3467,                0.97964,                 1.2078,                 1.4748,                 1.1317,                 1.1778,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.2432,                0.90069,                 1.0754,                 1.4753,                 1.0617,                  1.042,                0.66499,                0.52224,                0.54604,                0.34534,                 1.3465,                0.98338,                 1.2093,                 1.4761,                 1.1375,                 1.1789,               0.004951,               0.004951,               0.004951
