               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.063362,            0.029171,            0.070493,             0.74108,            0.023948,            0.002694,          0.00073322,            0.054186,            0.038301,            0.057499,             0.07009,           0.0033233,           0.0033233
                   1,            0.055084,            0.027457,            0.052861,            0.080964,            0.051576,            0.010008,           0.0028307,            0.051719,             0.03566,            0.051719,            0.040064,             0.00663,             0.00663
                   2,            0.052154,            0.027487,            0.047353,            0.076807,            0.025167,           0.0027659,          0.00083522,            0.056322,            0.039759,            0.052246,             0.01001,             0.00991,             0.00991
                   3,            0.049246,            0.027988,            0.039094,              0.1554,            0.042018,            0.013406,           0.0039875,            0.048728,            0.048733,            0.041682,             0.00988,             0.00988,             0.00988
                   4,            0.046218,            0.027712,            0.031693,             0.42805,             0.10894,            0.070161,            0.024463,            0.041851,            0.036251,            0.036477,             0.00988,             0.00988,             0.00988
                   5,            0.044556,            0.026277,              0.0285,              0.6112,             0.12959,            0.081202,            0.030318,            0.043198,             0.03094,            0.029251,             0.00984,             0.00984,             0.00984
                   6,             0.04293,            0.025235,            0.025799,             0.81046,             0.15187,             0.15275,            0.059555,            0.037822,            0.033344,            0.028624,              0.0098,              0.0098,              0.0098
                   7,             0.04157,            0.023966,            0.022152,             0.67329,             0.15161,             0.10415,             0.03897,            0.043346,            0.031984,            0.029943,             0.00976,             0.00976,             0.00976
                   8,            0.040189,            0.025394,            0.020323,              0.7538,             0.21146,             0.20239,            0.091795,            0.035174,            0.030544,            0.020179,             0.00972,             0.00972,             0.00972
                   9,            0.038618,             0.02463,            0.017995,             0.78973,             0.24316,             0.23212,            0.094864,            0.034746,            0.030935,            0.017775,             0.00968,             0.00968,             0.00968
                  10,            0.037401,            0.023844,            0.016749,             0.78665,             0.22798,             0.22785,            0.095268,            0.035119,            0.029171,            0.021057,             0.00964,             0.00964,             0.00964
                  11,            0.037166,            0.024375,             0.01546,             0.78843,             0.23071,             0.22754,            0.095972,            0.034422,            0.031457,            0.019214,              0.0096,              0.0096,              0.0096
                  12,            0.036217,            0.022716,            0.015908,             0.80867,             0.24129,             0.25043,             0.11477,            0.032818,            0.029084,            0.015879,             0.00956,             0.00956,             0.00956
                  13,            0.035444,            0.022491,            0.014716,             0.75665,             0.26122,             0.26803,             0.12827,             0.03257,            0.029782,            0.017751,             0.00952,             0.00952,             0.00952
                  14,            0.034952,            0.023411,            0.013591,             0.75995,             0.26295,             0.30395,             0.15021,            0.031855,            0.028184,            0.015322,             0.00948,             0.00948,             0.00948
                  15,            0.034102,            0.022643,            0.012629,             0.81497,             0.27777,              0.3255,             0.15709,            0.029648,            0.028306,            0.014285,             0.00944,             0.00944,             0.00944
                  16,            0.033674,            0.022709,            0.012363,             0.80236,             0.29336,             0.33069,             0.16634,            0.029855,            0.027905,            0.013569,              0.0094,              0.0094,              0.0094
                  17,            0.032768,            0.022542,            0.011322,             0.72125,             0.29453,             0.34338,              0.1696,            0.029814,            0.027936,            0.015242,             0.00936,             0.00936,             0.00936
                  18,            0.032671,            0.022038,            0.012194,             0.76902,             0.30242,              0.3461,              0.1701,            0.030047,            0.027158,            0.013335,             0.00932,             0.00932,             0.00932
                  19,            0.032207,              0.0219,            0.010856,             0.78842,             0.31836,             0.35901,             0.18561,             0.02867,            0.026762,            0.011551,             0.00928,             0.00928,             0.00928
                  20,            0.031991,            0.020972,            0.011276,             0.78084,             0.31077,             0.35404,             0.17057,            0.029581,            0.026545,            0.011333,             0.00924,             0.00924,             0.00924
                  21,            0.031585,            0.021799,           0.0099327,             0.80854,             0.33847,              0.3815,             0.19388,             0.02785,            0.025983,            0.010667,              0.0092,              0.0092,              0.0092
                  22,            0.030868,            0.020006,           0.0088879,               0.813,             0.35547,              0.3873,             0.19738,            0.027673,            0.025395,            0.011811,             0.00916,             0.00916,             0.00916
                  23,            0.030596,            0.020708,           0.0094627,             0.79142,             0.33229,             0.36525,             0.18861,            0.028135,            0.027154,              0.0104,             0.00912,             0.00912,             0.00912
                  24,            0.030687,            0.020831,           0.0096054,             0.68567,             0.35256,             0.37629,              0.1927,            0.027535,            0.025637,            0.011315,             0.00908,             0.00908,             0.00908
