                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.0164,                 4.7525,                 3.4347,                0.14365,                0.03266,                0.00396,                0.00109,                 3.3544,                 4.6821,                 2.7556,                0.07009,              0.0033233,              0.0033233
                      2,                 3.3224,                 3.7621,                  2.476,                 0.4391,                0.07474,                0.01909,                0.00611,                 2.8942,                 3.7075,                 2.2507,               0.040057,              0.0066237,              0.0066237
                      3,                 2.8417,                 3.2565,                 2.0579,                0.15737,                0.02709,                0.00944,                0.00247,                 3.6318,                 9.2472,                 2.5581,              0.0099915,              0.0098911,              0.0098911
                      4,                  2.568,                 2.8174,                 1.8304,                0.54266,                0.16436,                0.11882,                 0.0479,                 2.3436,                 3.1871,                 1.8164,              0.0098515,              0.0098515,              0.0098515
                      5,                 2.3303,                 2.4994,                 1.6716,                0.52328,                0.17466,                0.17753,                0.08211,                 2.1955,                 2.5914,                 1.7193,               0.009802,               0.009802,               0.009802
                      6,                 2.2011,                 2.2818,                 1.5999,                0.64407,                0.21358,                0.21894,                0.10838,                 2.0884,                 2.2415,                 1.6728,              0.0097525,              0.0097525,              0.0097525
                      7,                  2.108,                 2.1397,                  1.533,                0.77725,                0.20305,                0.23348,                0.11205,                 1.9771,                 2.0573,                 1.5898,               0.009703,               0.009703,               0.009703
                      8,                 2.0188,                 1.9578,                 1.4699,                0.79212,                0.23584,                0.26689,                0.12936,                 1.9332,                 2.1563,                 1.5624,              0.0096535,              0.0096535,              0.0096535
                      9,                 2.0007,                 1.9824,                 1.4695,                0.63782,                0.25767,                0.28054,                0.14403,                 1.8705,                 1.8574,                 1.5096,               0.009604,               0.009604,               0.009604
                     10,                 1.9025,                   1.81,                 1.4096,                0.57213,                0.28148,                0.30683,                0.15985,                 1.8786,                 1.8635,                 1.4995,              0.0095545,              0.0095545,              0.0095545
                     11,                 1.8747,                 1.7743,                 1.3847,                0.61634,                0.28535,                0.31371,                0.15806,                 1.8526,                 1.8208,                 1.4739,               0.009505,               0.009505,               0.009505
                     12,                 1.8527,                 1.6969,                 1.3714,                0.56336,                0.29646,                0.32827,                0.17554,                 1.7977,                 1.7114,                 1.4799,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.8084,                 1.6534,                 1.3456,                0.59236,                0.33592,                0.35759,                0.19346,                 1.7577,                 1.5857,                 1.4326,               0.009406,               0.009406,               0.009406
                     14,                 1.7904,                 1.6457,                 1.3525,                 0.6363,                0.32507,                0.35628,                0.19026,                 1.7248,                  1.599,                 1.4132,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.7586,                 1.5981,                 1.3325,                0.61287,                0.29357,                0.35015,                0.19249,                 1.7103,                 1.6551,                 1.3915,               0.009307,               0.009307,               0.009307
                     16,                 1.7347,                 1.5305,                 1.3037,                0.60958,                0.37054,                0.37416,                0.20608,                 1.6675,                 1.5466,                 1.3786,              0.0092575,              0.0092575,              0.0092575
