               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080353,             0.10225,            0.067528,            0.030591,             0.02861,           0.0088647,           0.0020479,            0.073282,             0.12095,            0.056048,            0.070337,           0.0032959,           0.0032959
                   1,            0.068202,             0.14335,            0.045124,             0.55885,             0.10348,            0.075609,            0.028693,            0.064335,             0.13271,            0.037179,            0.040311,           0.0066027,           0.0066027
                   2,            0.064325,             0.15804,            0.031671,             0.73018,             0.11256,            0.098213,            0.036276,            0.062154,              0.1504,            0.029834,            0.010257,           0.0098828,           0.0098828
                   3,            0.063001,             0.16227,            0.025183,             0.68059,             0.15796,             0.15035,             0.06168,             0.06048,             0.15564,            0.021284,             0.00988,             0.00988,             0.00988
                   4,            0.062522,              0.1658,            0.021334,             0.68202,             0.16123,             0.16757,            0.072254,            0.059717,             0.15216,            0.021268,             0.00988,             0.00988,             0.00988
                   5,            0.061265,             0.16263,            0.019307,             0.74021,             0.16179,             0.16657,            0.073092,            0.059938,             0.15568,             0.02532,             0.00984,             0.00984,             0.00984
                   6,            0.060423,             0.15742,            0.017722,             0.61097,             0.22047,             0.20907,            0.085692,            0.058647,             0.14464,            0.021904,              0.0098,              0.0098,              0.0098
                   7,            0.059927,             0.15996,            0.016706,             0.64419,             0.22771,             0.22645,            0.094688,            0.057981,             0.14538,            0.018852,             0.00976,             0.00976,             0.00976
                   8,            0.060363,             0.16127,            0.015856,             0.70241,             0.24684,             0.25005,             0.10849,            0.057592,             0.14344,            0.015014,             0.00972,             0.00972,             0.00972
                   9,            0.059273,             0.15979,            0.014491,             0.64638,             0.24768,             0.25611,             0.10789,            0.057745,             0.14079,            0.014251,             0.00968,             0.00968,             0.00968
                  10,             0.05889,              0.1639,             0.01344,             0.61519,             0.26906,             0.27238,             0.12232,             0.05703,             0.14053,            0.014482,             0.00964,             0.00964,             0.00964
                  11,            0.059237,             0.15987,            0.012941,             0.47453,             0.30213,             0.27613,             0.12569,            0.057089,             0.13892,            0.012758,              0.0096,              0.0096,              0.0096
                  12,            0.058559,             0.14935,            0.012632,             0.61384,             0.28399,             0.28712,             0.12439,            0.057174,             0.13802,            0.013078,             0.00956,             0.00956,             0.00956
                  13,            0.058621,             0.15724,            0.012196,             0.57193,             0.28958,             0.29367,             0.13583,            0.056535,             0.14135,            0.012935,             0.00952,             0.00952,             0.00952
                  14,            0.057964,             0.15176,            0.011519,             0.54083,              0.3134,             0.30943,             0.14322,            0.056073,             0.13693,             0.01179,             0.00948,             0.00948,             0.00948
                  15,            0.057972,             0.15537,            0.011487,             0.51886,             0.33063,             0.31323,             0.14672,            0.056211,             0.13966,             0.01207,             0.00944,             0.00944,             0.00944
                  16,            0.057942,             0.15273,            0.010797,             0.51944,             0.33438,             0.32412,             0.14709,            0.055941,             0.13811,            0.011027,              0.0094,              0.0094,              0.0094
                  17,            0.057948,             0.15366,            0.011052,             0.54857,             0.33005,             0.32661,               0.148,            0.055731,             0.14078,            0.011347,             0.00936,             0.00936,             0.00936
                  18,            0.057217,             0.15474,            0.011066,             0.57505,             0.32458,              0.3214,             0.14521,            0.055762,             0.13829,              0.0119,             0.00932,             0.00932,             0.00932
                  19,            0.057641,             0.15661,            0.010791,             0.54791,             0.33489,             0.33165,             0.15688,            0.055742,             0.13771,             0.01099,             0.00928,             0.00928,             0.00928
                  20,            0.057149,             0.15144,            0.010405,             0.57804,             0.34057,             0.33441,             0.16164,            0.055338,             0.13896,            0.011207,             0.00924,             0.00924,             0.00924
                  21,            0.057018,             0.15575,            0.010335,             0.53714,             0.32708,             0.32783,             0.15161,            0.055672,             0.13925,            0.011377,              0.0092,              0.0092,              0.0092
                  22,            0.057451,              0.1572,            0.010074,             0.61584,             0.32814,             0.33349,             0.15883,            0.055211,              0.1403,            0.010998,             0.00916,             0.00916,             0.00916
                  23,            0.057248,             0.15541,            0.010368,             0.56767,             0.32632,             0.32543,              0.1559,            0.055575,             0.14393,            0.012319,             0.00912,             0.00912,             0.00912
                  24,             0.05747,             0.15381,           0.0093023,             0.56042,             0.33585,             0.33081,             0.15693,             0.05564,             0.13985,             0.01165,             0.00908,             0.00908,             0.00908
                  25,             0.05703,             0.15329,           0.0093654,             0.59078,             0.35227,             0.35086,              0.1632,            0.055152,             0.14553,            0.010734,             0.00904,             0.00904,             0.00904
                  26,            0.056677,             0.15408,           0.0094975,             0.60751,              0.3409,             0.34723,             0.16536,            0.055172,             0.13729,            0.010702,               0.009,               0.009,               0.009
                  27,            0.056932,             0.15093,           0.0092862,              0.6181,             0.34385,             0.35385,             0.16664,            0.055023,             0.13928,           0.0096304,             0.00896,             0.00896,             0.00896
                  28,            0.056925,             0.14989,           0.0094982,             0.62754,             0.34417,             0.35469,             0.17032,            0.055079,             0.13826,            0.010502,             0.00892,             0.00892,             0.00892
                  29,             0.05691,             0.15286,             0.00941,             0.62767,             0.35268,             0.35976,             0.17228,            0.054874,             0.13736,            0.010247,             0.00888,             0.00888,             0.00888
