               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11231,            0.073306,            0.063622,             0.61266,            0.044944,           0.0043156,          0.00095478,            0.099398,            0.092074,            0.057365,             0.00331,             0.00331,             0.07021
                   1,             0.10297,            0.071694,            0.053362,              0.6199,            0.085026,            0.013311,           0.0032169,            0.090432,            0.093824,            0.054683,           0.0066296,           0.0066296,             0.04033
                   2,            0.098774,             0.07042,            0.050612,             0.49498,            0.077452,             0.01792,            0.004403,            0.092267,             0.11208,            0.052114,           0.0099478,           0.0099478,            0.010448
                   3,            0.093542,             0.07171,            0.046766,             0.54929,            0.075647,            0.034417,           0.0088766,            0.086141,             0.11405,            0.051891,            0.009995,            0.009995,            0.009995
                   4,            0.088808,            0.070854,            0.040046,             0.74187,             0.11809,             0.10774,            0.035578,            0.077277,            0.097622,            0.037828,            0.009995,            0.009995,            0.009995
                   5,            0.086035,            0.069782,            0.034799,             0.78285,             0.17298,             0.16612,             0.06149,            0.073564,            0.094934,             0.03665,           0.0099911,           0.0099911,           0.0099911
                   6,             0.08431,            0.065533,            0.030182,             0.71047,             0.21879,             0.17675,            0.062611,            0.075603,            0.090274,            0.030933,           0.0099861,           0.0099861,           0.0099861
                   7,            0.082001,            0.064293,            0.027353,             0.77808,             0.22055,             0.21329,             0.07866,            0.069566,            0.089279,            0.023263,             0.00998,             0.00998,             0.00998
                   8,            0.080525,            0.064297,            0.024938,             0.75208,               0.202,             0.17833,            0.067141,            0.074394,            0.085868,            0.028809,           0.0099728,           0.0099728,           0.0099728
                   9,             0.07906,             0.06129,            0.022405,             0.77964,             0.24832,             0.26767,             0.10789,            0.065709,            0.084154,            0.020419,           0.0099645,           0.0099645,           0.0099645
                  10,            0.077603,            0.059737,             0.02076,              0.8422,             0.26357,             0.30679,             0.14183,            0.064725,             0.07969,            0.020338,           0.0099551,           0.0099551,           0.0099551
                  11,            0.077296,            0.061648,            0.021365,             0.84637,             0.26258,             0.31049,             0.14228,            0.063735,            0.083066,            0.020944,           0.0099446,           0.0099446,           0.0099446
                  12,            0.075388,            0.057574,             0.01878,             0.83823,             0.25603,             0.30804,             0.14396,            0.063643,            0.081332,            0.026087,            0.009933,            0.009933,            0.009933
