                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.1403,                 5.2331,                 3.7908,                0.00104,                0.01328,                0.00046,                0.00011,                 4.0635,                    inf,                 5.5183,                0.07009,              0.0033233,              0.0033233
                      2,                 3.5206,                 4.1432,                 2.7469,                0.46278,                 0.0723,                0.01362,                0.00442,                 3.0541,                 5.7687,                  2.454,               0.040057,              0.0066237,              0.0066237
                      3,                   2.96,                 3.4936,                 2.2039,                0.06342,                0.12252,                0.02603,                 0.0082,                 2.9197,                  5.421,                  2.272,              0.0099915,              0.0098911,              0.0098911
                      4,                 2.6156,                 3.0452,                 1.9268,                0.34161,                0.12233,                0.07295,                 0.0285,                 2.6121,                  3.588,                 2.0239,              0.0098515,              0.0098515,              0.0098515
                      5,                 2.3743,                 2.6818,                 1.7467,                0.58295,                0.15581,                0.13921,                0.06522,                 2.1639,                 2.6361,                 1.7936,               0.009802,               0.009802,               0.009802
                      6,                 2.2315,                 2.4534,                 1.6639,                0.66469,                0.20619,                0.18867,                 0.0921,                 2.0017,                  2.428,                 1.6737,              0.0097525,              0.0097525,              0.0097525
                      7,                 2.1216,                 2.2738,                 1.5758,                0.66438,                 0.1679,                0.13997,                0.06375,                 2.1308,                 2.9179,                 1.7062,               0.009703,               0.009703,               0.009703
                      8,                 2.0371,                 2.0807,                 1.5152,                0.69889,                0.22309,                0.22198,                 0.1071,                 1.9429,                 2.1676,                 1.6151,              0.0096535,              0.0096535,              0.0096535
                      9,                  2.019,                 2.0942,                 1.5106,                0.53047,                0.23851,                0.23673,                0.12368,                 1.8529,                 2.0175,                 1.5309,               0.009604,               0.009604,               0.009604
                     10,                 1.9325,                 1.9359,                 1.4508,                0.58824,                0.23155,                0.23984,                0.11526,                  2.006,                 1.9996,                 1.6009,              0.0095545,              0.0095545,              0.0095545
