               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1878,            0.036923,            0.076109,           0.0007849,           0.0094838,          0.00040375,          9.9757e-05,             0.16743,            0.053152,             0.07181,             0.07009,           0.0033233,           0.0033233
                   1,             0.15305,            0.042644,            0.064736,           0.0040485,            0.077018,           0.0046386,           0.0009729,             0.14243,            0.052828,            0.059675,            0.040057,           0.0066237,           0.0066237
                   2,             0.13231,            0.046139,            0.052286,             0.63238,            0.048779,            0.013729,           0.0039346,             0.12531,            0.063907,            0.053462,           0.0099915,           0.0098911,           0.0098911
                   3,             0.11847,            0.048528,            0.047539,             0.71887,            0.070306,            0.034677,            0.010696,              0.1142,            0.065008,            0.045651,           0.0098515,           0.0098515,           0.0098515
                   4,             0.10744,            0.049556,            0.042328,             0.39366,             0.11569,            0.034197,            0.011571,             0.12904,             0.10091,            0.049374,           0.0098515,           0.0098515,           0.0098515
                   5,            0.098859,            0.052634,            0.035785,              0.6766,             0.10275,            0.080792,            0.025794,             0.10757,            0.077229,            0.042749,            0.009802,            0.009802,            0.009802
                   6,            0.091937,            0.051763,            0.032551,             0.80462,             0.18477,               0.213,            0.094446,            0.082394,            0.074554,            0.033464,           0.0097525,           0.0097525,           0.0097525
                   7,             0.08958,            0.049183,            0.028932,             0.78495,             0.23216,             0.22748,            0.090489,            0.077629,             0.07057,            0.029545,            0.009703,            0.009703,            0.009703
                   8,            0.086061,            0.048704,             0.02579,             0.81577,             0.23762,              0.2592,             0.11342,            0.082766,            0.071118,             0.02635,           0.0096535,           0.0096535,           0.0096535
                   9,            0.082965,            0.050389,            0.022979,             0.76955,             0.19566,             0.19324,            0.085552,             0.10088,            0.066773,            0.032547,            0.009604,            0.009604,            0.009604
                  10,            0.080864,            0.049427,            0.021771,              0.8209,             0.27062,             0.30019,             0.14117,            0.077123,            0.067258,            0.022095,           0.0095545,           0.0095545,           0.0095545
                  11,            0.078532,            0.049105,            0.020116,             0.83988,             0.27225,             0.31739,             0.14851,            0.075349,            0.070502,            0.023098,            0.009505,            0.009505,            0.009505
                  12,            0.077238,            0.048484,            0.018388,             0.82429,             0.30774,             0.36665,             0.17873,            0.067573,            0.066586,            0.021208,           0.0094555,           0.0094555,           0.0094555
                  13,            0.075027,            0.047541,            0.017881,             0.85542,             0.30649,             0.38103,             0.19541,            0.063459,            0.065679,            0.019439,            0.009406,            0.009406,            0.009406
                  14,            0.072952,            0.047569,            0.016562,             0.85245,             0.30125,             0.38279,             0.19072,            0.065175,            0.066571,            0.021472,           0.0093565,           0.0093565,           0.0093565
                  15,            0.072244,            0.046379,            0.016585,             0.85145,              0.3151,             0.39167,             0.19643,            0.063486,            0.065437,            0.018986,            0.009307,            0.009307,            0.009307
                  16,            0.071977,               0.045,            0.016024,             0.84964,             0.31702,             0.40295,             0.19406,            0.062484,            0.065096,            0.017236,           0.0092575,           0.0092575,           0.0092575
                  17,            0.069559,            0.045089,            0.015707,             0.68912,             0.37193,              0.3916,             0.20666,             0.06128,            0.064727,            0.019751,            0.009208,            0.009208,            0.009208
                  18,            0.069495,             0.04507,            0.014265,             0.77015,             0.40819,             0.43989,             0.22594,            0.058603,            0.063698,            0.015848,           0.0091585,           0.0091585,           0.0091585
                  19,             0.06811,            0.045552,             0.01406,             0.69892,             0.38218,             0.38493,             0.19922,            0.062016,            0.063316,            0.019424,            0.009109,            0.009109,            0.009109
                  20,            0.067148,            0.045518,            0.013997,             0.68536,             0.40452,             0.41803,             0.20368,            0.059187,            0.064102,            0.015517,           0.0090595,           0.0090595,           0.0090595
                  21,            0.066602,            0.045554,            0.012632,             0.82067,             0.39298,             0.43869,             0.23951,            0.058345,            0.063344,             0.01439,             0.00901,             0.00901,             0.00901
                  22,            0.065215,            0.045449,            0.012326,             0.70738,             0.41412,             0.45131,             0.24222,            0.056639,            0.063301,            0.015191,           0.0089605,           0.0089605,           0.0089605
                  23,            0.064161,            0.044855,             0.01186,             0.76211,             0.42421,              0.4444,             0.23593,            0.058026,            0.061974,            0.013741,            0.008911,            0.008911,            0.008911
                  24,            0.064143,            0.043921,            0.011387,             0.78952,             0.42112,             0.45244,             0.24052,            0.057968,            0.062465,            0.014682,           0.0088615,           0.0088615,           0.0088615
                  25,            0.063942,            0.043248,            0.011387,             0.74415,             0.42876,             0.47658,             0.26171,            0.055124,            0.062387,            0.013043,            0.008812,            0.008812,            0.008812
                  26,             0.06283,            0.045044,            0.010576,             0.74088,             0.41142,             0.45966,             0.25164,            0.055312,             0.06326,            0.011641,           0.0087625,           0.0087625,           0.0087625
                  27,            0.061945,            0.043269,             0.01039,             0.67355,             0.46859,              0.4836,             0.26299,            0.053353,            0.062061,            0.011494,            0.008713,            0.008713,            0.008713
                  28,            0.061758,            0.043403,             0.01033,              0.7387,             0.44754,             0.48763,              0.2674,            0.054405,            0.061105,            0.012095,           0.0086635,           0.0086635,           0.0086635
                  29,            0.061616,            0.042309,           0.0099779,             0.78946,             0.44442,             0.47545,             0.26721,            0.054157,            0.062847,            0.011664,            0.008614,            0.008614,            0.008614
                  30,            0.060689,            0.041959,           0.0099743,             0.64808,             0.46142,             0.47226,             0.25985,            0.055646,            0.061306,            0.011447,           0.0085645,           0.0085645,           0.0085645
