                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.9029,                 1.9016,                 1.4386,                  2.003,                  2.318,                 1.3013,                0.65172,                0.21579,                0.22632,                0.11923,                 1.9024,                 1.9462,                  1.532,                 1.8496,                 2.2573,                 1.3922,                0.00967,                0.00967,                0.00967
                     13,                 1.8896,                  1.876,                 1.4231,                 1.9786,                 2.2833,                 1.2944,                0.75016,                0.23295,                0.24634,                0.13578,                 1.8342,                 1.9223,                 1.4895,                 1.7855,                 2.3162,                 1.3483,               0.009637,               0.009637,               0.009637
                     14,                 1.8376,                 1.8108,                 1.3965,                 1.9493,                  2.187,                 1.2693,                0.59199,                0.23971,                0.24108,                0.12945,                 1.8058,                 1.8748,                 1.4833,                 1.8355,                 2.2655,                  1.369,               0.009604,               0.009604,               0.009604
                     15,                 1.8597,                 1.7989,                 1.3875,                 1.9708,                 2.1711,                 1.2612,                0.65612,                0.21366,                0.26791,                0.14817,                  1.801,                  1.959,                 1.4724,                 1.8075,                 2.4622,                 1.3719,               0.009571,               0.009571,               0.009571
                     16,                 1.8178,                 1.7184,                 1.3777,                 1.9429,                 2.0827,                  1.259,                0.67314,                0.26037,                0.27792,                0.15117,                 1.7535,                 1.7549,                 1.4442,                 1.7685,                 2.0693,                 1.3381,               0.009538,               0.009538,               0.009538
                     17,                 1.7822,                 1.6742,                 1.3543,                 1.9089,                 2.0308,                  1.239,                0.71916,                0.25917,                0.29146,                 0.1621,                 1.7077,                 1.6664,                 1.4167,                 1.7263,                 1.9769,                 1.3185,               0.009505,               0.009505,               0.009505
                     18,                 1.7341,                 1.6052,                 1.3232,                 1.8785,                 1.9511,                 1.2196,                0.71347,                0.28088,                 0.3049,                0.17147,                 1.7449,                 1.6786,                 1.4397,                 1.7839,                 1.9742,                 1.3303,               0.009472,               0.009472,               0.009472
                     19,                 1.7485,                 1.6229,                 1.3411,                 1.8777,                 1.9781,                  1.237,                0.65678,                0.29637,                 0.3219,                0.18467,                  1.683,                 1.6424,                 1.3909,                 1.7157,                 1.8996,                 1.3005,               0.009439,               0.009439,               0.009439
                     20,                 1.7164,                 1.5668,                 1.3146,                  1.871,                 1.9158,                 1.2187,                0.62358,                0.28967,                0.31309,                0.17754,                 1.6558,                 1.6292,                 1.3795,                  1.697,                 1.8947,                 1.2938,               0.009406,               0.009406,               0.009406
                     21,                 1.6859,                 1.5213,                 1.3033,                 1.8502,                 1.8809,                 1.2164,                 0.6739,                0.30243,                 0.3231,                0.18696,                 1.6372,                 1.5394,                 1.3639,                 1.6981,                 1.8366,                 1.2878,               0.009373,               0.009373,               0.009373
                     22,                 1.6728,                 1.4866,                 1.2874,                 1.8452,                 1.8123,                 1.2018,                0.55695,                0.32152,                 0.3248,                0.18522,                 1.6901,                 1.5989,                 1.4048,                 1.7422,                  1.851,                 1.3082,                0.00934,                0.00934,                0.00934
                     23,                 1.6685,                 1.5089,                 1.2873,                 1.8359,                 1.8482,                 1.1984,                0.65078,                   0.31,                0.34088,                0.19501,                 1.6492,                 1.5499,                 1.3686,                  1.703,                 1.9183,                 1.2966,               0.009307,               0.009307,               0.009307
                     24,                 1.6963,                 1.5187,                 1.2938,                 1.8543,                  1.834,                 1.1999,                0.60963,                0.30863,                0.33258,                0.19042,                 1.6244,                   1.52,                 1.3638,                 1.6928,                 1.7933,                 1.2936,               0.009274,               0.009274,               0.009274
                     25,                 1.6528,                 1.4905,                 1.2719,                 1.8208,                 1.7909,                 1.1869,                0.64116,                0.33675,                0.36404,                0.20916,                 1.6387,                 1.4139,                 1.3779,                 1.7006,                 1.6641,                 1.2998,               0.009241,               0.009241,               0.009241
                     26,                 1.6355,                 1.4682,                 1.2688,                 1.8087,                 1.7912,                 1.1889,                0.67386,                0.31643,                0.34776,                0.20164,                 1.6574,                 1.4957,                 1.3765,                 1.7388,                 1.8352,                 1.3026,               0.009208,               0.009208,               0.009208
                     27,                 1.6293,                 1.4353,                 1.2672,                    1.8,                 1.7495,                 1.1924,                0.73728,                0.34919,                0.38886,                0.22751,                 1.6063,                 1.3958,                 1.3414,                 1.6962,                 1.6572,                 1.2813,               0.009175,               0.009175,               0.009175
                     28,                 1.5941,                 1.3907,                 1.2461,                 1.7863,                 1.6948,                 1.1748,                0.49935,                0.34998,                0.34394,                0.19576,                 1.6011,                 1.4181,                 1.3494,                 1.6744,                 1.7085,                 1.2811,               0.009142,               0.009142,               0.009142
                     29,                 1.6213,                 1.4294,                 1.2679,                 1.8032,                  1.752,                 1.1947,                 0.7042,                0.37317,                0.37922,                0.21735,                 1.5934,                 1.3306,                 1.3341,                 1.6731,                 1.5352,                 1.2748,               0.009109,               0.009109,               0.009109
                     30,                 1.6026,                  1.368,                 1.2398,                 1.7853,                 1.6502,                 1.1599,                0.61685,                0.34991,                0.37507,                0.21657,                 1.5757,                 1.3325,                 1.3343,                 1.6642,                 1.5515,                 1.2684,               0.009076,               0.009076,               0.009076
                     31,                 1.5641,                 1.3392,                 1.2331,                  1.762,                 1.6211,                 1.1634,                0.57916,                0.37576,                 0.3999,                0.23657,                 1.5402,                 1.3098,                 1.3135,                 1.6268,                  1.534,                 1.2546,               0.009043,               0.009043,               0.009043
                     32,                 1.5847,                 1.3462,                 1.2406,                 1.7673,                 1.6284,                 1.1689,                0.57317,                0.36361,                0.39601,                0.23298,                 1.5645,                 1.2811,                 1.3235,                 1.6328,                 1.4642,                 1.2626,                0.00901,                0.00901,                0.00901
                     33,                 1.5549,                 1.3073,                 1.2204,                 1.7609,                 1.5726,                 1.1543,                0.62346,                0.36602,                0.40386,                0.24064,                 1.5483,                 1.3035,                 1.3132,                   1.63,                 1.5223,                 1.2584,               0.008977,               0.008977,               0.008977
                     34,                 1.5463,                 1.3152,                 1.2242,                 1.7373,                 1.5851,                 1.1562,                0.61465,                 0.3941,                0.40643,                0.23991,                 1.5396,                  1.267,                  1.306,                 1.6493,                 1.4805,                 1.2607,               0.008944,               0.008944,               0.008944
                     35,                 1.5162,                 1.2776,                 1.2091,                 1.7124,                 1.5334,                 1.1468,                0.51579,                0.40246,                0.40362,                0.23712,                  1.521,                 1.3183,                 1.2967,                 1.6308,                 1.6035,                 1.2516,               0.008911,               0.008911,               0.008911
                     36,                 1.5503,                 1.3021,                 1.2233,                 1.7482,                 1.5667,                 1.1514,                0.48811,                0.41494,                0.41967,                0.24655,                 1.5277,                 1.2655,                 1.2921,                  1.625,                 1.4761,                 1.2481,               0.008878,               0.008878,               0.008878
                     37,                 1.5315,                 1.2834,                 1.2092,                 1.7402,                 1.5533,                 1.1467,                0.53402,                 0.3883,                0.42099,                0.24945,                 1.5179,                 1.2815,                 1.2849,                  1.623,                 1.4895,                 1.2382,               0.008845,               0.008845,               0.008845
                     38,                  1.505,                 1.2453,                 1.1953,                 1.7083,                 1.4875,                 1.1335,                0.53965,                0.37716,                0.40911,                0.24394,                 1.5098,                 1.2689,                 1.2875,                 1.6114,                 1.5321,                 1.2409,               0.008812,               0.008812,               0.008812
                     39,                 1.5143,                 1.2693,                  1.213,                 1.7118,                 1.5465,                 1.1509,                0.47088,                0.40848,                0.42713,                0.25958,                 1.5142,                 1.2666,                 1.2871,                 1.6329,                 1.4859,                 1.2416,               0.008779,               0.008779,               0.008779
                     40,                 1.5034,                 1.2488,                  1.203,                 1.7059,                 1.5075,                 1.1428,                0.48051,                 0.3972,                0.41887,                0.24594,                 1.5008,                 1.2186,                 1.2847,                 1.6083,                 1.4303,                 1.2438,               0.008746,               0.008746,               0.008746
                     41,                 1.5183,                 1.2294,                 1.2014,                 1.7219,                 1.4823,                 1.1416,                0.52792,                0.40594,                0.43287,                0.26171,                 1.5014,                 1.2444,                 1.2794,                 1.6062,                 1.4637,                 1.2344,               0.008713,               0.008713,               0.008713
                     42,                 1.4927,                  1.236,                 1.1927,                 1.6963,                 1.4851,                 1.1355,                0.66504,                0.42422,                0.44464,                0.26888,                 1.4878,                 1.1938,                 1.2711,                 1.5825,                 1.3693,                 1.2277,                0.00868,                0.00868,                0.00868
                     43,                 1.4636,                  1.202,                 1.1809,                 1.6792,                 1.4551,                 1.1296,                 0.5984,                 0.4287,                0.44166,                0.27188,                 1.4657,                 1.2374,                  1.266,                  1.574,                 1.4509,                 1.2238,               0.008647,               0.008647,               0.008647
                     44,                 1.4917,                 1.2091,                 1.1885,                 1.6976,                 1.4614,                 1.1336,                0.62002,                0.42255,                0.44912,                0.26822,                 1.4998,                 1.1623,                 1.2797,                 1.6061,                 1.3272,                 1.2388,               0.008614,               0.008614,               0.008614
                     45,                 1.4747,                 1.2007,                 1.1813,                 1.6921,                 1.4533,                 1.1255,                 0.6029,                0.42504,                0.45457,                0.27375,                 1.4858,                 1.1454,                 1.2705,                 1.5898,                 1.3312,                 1.2272,               0.008581,               0.008581,               0.008581
                     46,                 1.4794,                 1.2104,                 1.1846,                 1.6839,                 1.4575,                 1.1309,                 0.6131,                0.41917,                0.45357,                0.27435,                 1.4761,                  1.178,                 1.2724,                 1.5816,                 1.4023,                 1.2317,               0.008548,               0.008548,               0.008548
                     47,                 1.4604,                 1.1919,                 1.1733,                 1.6664,                 1.4425,                  1.123,                0.59626,                 0.4222,                0.45461,                 0.2736,                 1.4723,                 1.1596,                  1.268,                  1.591,                 1.3518,                 1.2301,               0.008515,               0.008515,               0.008515
                     48,                 1.4591,                 1.1968,                   1.18,                 1.6815,                 1.4483,                 1.1305,                0.62316,                0.41923,                0.45461,                0.27755,                 1.4664,                 1.1869,                 1.2683,                 1.5688,                 1.3919,                  1.226,               0.008482,               0.008482,               0.008482
                     49,                 1.4478,                 1.1775,                 1.1679,                 1.6618,                 1.4139,                 1.1186,                0.58552,                0.43972,                0.45509,                0.27493,                 1.4531,                 1.1794,                 1.2531,                 1.5734,                 1.3978,                 1.2247,               0.008449,               0.008449,               0.008449
                     50,                 1.4478,                 1.1641,                 1.1717,                 1.6634,                 1.4044,                 1.1219,                 0.6249,                0.44502,                0.47065,                0.28173,                 1.4495,                 1.1352,                 1.2521,                 1.5705,                 1.2828,                 1.2178,               0.008416,               0.008416,               0.008416
                     51,                 1.4575,                 1.1744,                 1.1775,                 1.6787,                 1.4121,                 1.1242,                0.53691,                 0.4365,                0.46048,                0.27544,                 1.4648,                 1.1558,                 1.2598,                 1.5734,                  1.342,                 1.2206,               0.008383,               0.008383,               0.008383
                     52,                  1.436,                 1.1505,                  1.171,                 1.6552,                 1.3862,                 1.1227,                0.60179,                0.44823,                0.46768,                0.28449,                 1.4486,                 1.1495,                 1.2467,                 1.5686,                 1.3479,                 1.2129,                0.00835,                0.00835,                0.00835
                     53,                 1.4209,                 1.1229,                 1.1531,                 1.6396,                 1.3401,                 1.1077,                0.56469,                0.44427,                0.47804,                 0.2877,                 1.4359,                 1.1267,                 1.2461,                  1.559,                 1.2608,                 1.2136,               0.008317,               0.008317,               0.008317
                     54,                 1.4304,                 1.1446,                 1.1571,                 1.6479,                 1.3735,                 1.1086,                0.65593,                0.43504,                0.46252,                0.27701,                  1.442,                 1.1333,                 1.2444,                 1.5617,                 1.2978,                 1.2119,               0.008284,               0.008284,               0.008284
                     55,                 1.4174,                  1.111,                 1.1592,                 1.6444,                 1.3312,                 1.1128,                0.64434,                0.44383,                0.47188,                0.28763,                  1.439,                 1.1281,                 1.2418,                 1.5581,                 1.3034,                 1.2093,               0.008251,               0.008251,               0.008251
                     56,                 1.4195,                 1.1503,                 1.1616,                 1.6303,                  1.384,                 1.1149,                 0.5976,                0.45038,                0.47131,                0.28666,                 1.4342,                 1.1103,                  1.245,                 1.5563,                 1.2821,                 1.2103,               0.008218,               0.008218,               0.008218
                     57,                 1.4081,                 1.1263,                 1.1516,                 1.6249,                   1.35,                 1.1063,                0.59187,                0.44162,                0.46562,                0.28388,                 1.4349,                 1.1157,                 1.2399,                 1.5528,                  1.278,                 1.2092,               0.008185,               0.008185,               0.008185
                     58,                 1.4245,                 1.1251,                 1.1542,                 1.6469,                 1.3501,                 1.1112,                0.64555,                0.44419,                0.47837,                0.28936,                 1.4335,                 1.0895,                 1.2386,                 1.5606,                  1.252,                  1.208,               0.008152,               0.008152,               0.008152
                     59,                 1.4027,                 1.1096,                 1.1533,                 1.6168,                   1.33,                  1.111,                0.66209,                0.43281,                0.47319,                0.28536,                   1.43,                 1.0972,                 1.2389,                 1.5485,                 1.2762,                 1.2094,               0.008119,               0.008119,               0.008119
                     60,                 1.4005,                  1.085,                  1.137,                 1.6223,                 1.2887,                 1.0923,                0.61553,                0.45861,                0.48233,                0.29405,                 1.4224,                 1.0826,                 1.2328,                 1.5485,                 1.2488,                 1.2046,               0.008086,               0.008086,               0.008086
                     61,                 1.3816,                 1.0815,                 1.1343,                 1.5972,                 1.2976,                 1.0915,                0.65964,                0.44939,                 0.4849,                0.30096,                 1.4226,                 1.0996,                 1.2338,                 1.5511,                 1.3023,                 1.2034,               0.008053,               0.008053,               0.008053
                     62,                 1.4061,                 1.0945,                 1.1394,                 1.6209,                 1.2957,                 1.0934,                0.65621,                0.45355,                0.48483,                0.29156,                 1.4267,                 1.0761,                 1.2353,                 1.5469,                 1.2457,                 1.2033,                0.00802,                0.00802,                0.00802
                     63,                 1.4026,                 1.1005,                 1.1486,                 1.6223,                 1.3182,                 1.1023,                0.56534,                0.46205,                0.49159,                0.29711,                 1.4218,                 1.0877,                 1.2354,                 1.5478,                 1.2851,                 1.2062,               0.007987,               0.007987,               0.007987
                     64,                 1.3923,                 1.0774,                 1.1369,                 1.6223,                  1.286,                 1.0936,                0.63702,                0.44963,                0.48802,                0.29734,                 1.4109,                 1.0771,                 1.2249,                 1.5354,                 1.2156,                 1.1984,               0.007954,               0.007954,               0.007954
                     65,                 1.3838,                 1.0799,                 1.1398,                 1.6004,                 1.2758,                 1.0948,                0.63818,                0.45788,                  0.489,                0.30022,                 1.4074,                 1.0755,                 1.2187,                 1.5272,                 1.2385,                 1.1899,               0.007921,               0.007921,               0.007921
                     66,                  1.388,                 1.0782,                 1.1427,                 1.6019,                 1.2759,                 1.0963,                0.58466,                0.46015,                0.48537,                0.29971,                 1.4152,                 1.0961,                 1.2229,                 1.5439,                 1.2876,                    1.2,               0.007888,               0.007888,               0.007888
                     67,                 1.3893,                 1.0679,                 1.1321,                 1.6052,                 1.2656,                 1.0938,                0.67404,                0.45464,                0.49345,                0.30718,                 1.4003,                  1.074,                 1.2198,                 1.5276,                 1.2617,                 1.1934,               0.007855,               0.007855,               0.007855
                     68,                 1.3785,                 1.0553,                 1.1347,                 1.6015,                 1.2525,                  1.094,                0.63837,                0.47213,                0.50011,                0.30435,                  1.398,                 1.0754,                 1.2178,                 1.5177,                 1.2712,                 1.1903,               0.007822,               0.007822,               0.007822
                     69,                 1.3726,                 1.0583,                 1.1257,                 1.5999,                 1.2612,                 1.0848,                0.65855,                0.45784,                0.50268,                0.30451,                 1.4009,                 1.0551,                 1.2182,                 1.5301,                 1.2423,                 1.1939,               0.007789,               0.007789,               0.007789
                     70,                 1.3753,                 1.0533,                 1.1245,                 1.6093,                 1.2648,                 1.0816,                0.73669,                0.46854,                 0.4975,                0.30751,                 1.3949,                  1.055,                 1.2182,                 1.5214,                  1.228,                 1.1934,               0.007756,               0.007756,               0.007756
                     71,                 1.3533,                 1.0476,                 1.1249,                 1.5911,                 1.2571,                 1.0871,                0.64199,                 0.4664,                0.50317,                0.31059,                 1.3957,                 1.0465,                  1.219,                 1.5171,                 1.2319,                 1.1905,               0.007723,               0.007723,               0.007723
                     72,                 1.3473,                 1.0264,                 1.1172,                  1.571,                   1.23,                   1.08,                0.65599,                0.45655,                0.49317,                0.30591,                 1.3972,                  1.047,                 1.2198,                 1.5213,                  1.209,                 1.1899,                0.00769,                0.00769,                0.00769
                     73,                  1.355,                 1.0417,                  1.126,                 1.5776,                 1.2457,                 1.0877,                0.67507,                0.47305,                0.50353,                0.30987,                 1.3965,                 1.0282,                 1.2173,                 1.5247,                 1.1848,                 1.1899,               0.007657,               0.007657,               0.007657
                     74,                 1.3676,                   1.04,                 1.1212,                 1.5979,                 1.2362,                 1.0803,                0.69455,                0.46135,                0.50082,                0.30683,                 1.4043,                 1.0543,                 1.2174,                 1.5272,                 1.2375,                 1.1882,               0.007624,               0.007624,               0.007624
                     75,                 1.3587,                 1.0343,                 1.1217,                 1.5775,                 1.2214,                 1.0813,                 0.5646,                0.47697,                0.50568,                 0.3135,                 1.3914,                 1.0453,                 1.2127,                 1.5157,                 1.1972,                  1.186,               0.007591,               0.007591,               0.007591
                     76,                 1.3438,                 1.0274,                 1.1144,                 1.5784,                 1.2303,                 1.0768,                0.65456,                0.47909,                0.51442,                0.31793,                 1.3819,                 1.0322,                 1.2091,                 1.5153,                 1.2074,                 1.1848,               0.007558,               0.007558,               0.007558
                     77,                 1.3507,                 1.0189,                 1.1185,                 1.5958,                 1.2133,                 1.0763,                0.67798,                0.46309,                0.51515,                0.31911,                 1.3789,                 1.0343,                 1.2042,                 1.5111,                 1.2006,                 1.1804,               0.007525,               0.007525,               0.007525
                     78,                 1.3616,                 1.0342,                 1.1263,                 1.5826,                 1.2345,                 1.0856,                0.65073,                0.47757,                0.51077,                0.31564,                 1.3839,                 1.0389,                 1.2109,                 1.5196,                 1.1984,                 1.1866,               0.007492,               0.007492,               0.007492
                     79,                 1.3294,                 1.0121,                 1.1062,                 1.5651,                 1.2019,                 1.0694,                0.66327,                0.47855,                0.51605,                0.32345,                 1.3737,                 1.0258,                 1.2013,                 1.5046,                 1.1999,                 1.1804,               0.007459,               0.007459,               0.007459
                     80,                 1.3473,                 1.0055,                 1.1105,                 1.5727,                 1.1929,                 1.0707,                0.58967,                0.49381,                0.51875,                0.32523,                 1.3725,                 1.0295,                 1.2008,                 1.5027,                 1.2026,                 1.1805,               0.007426,               0.007426,               0.007426
                     81,                 1.3561,                 1.0233,                 1.1208,                 1.5795,                 1.2073,                 1.0779,                0.69006,                0.48126,                0.52476,                0.32851,                 1.3669,                 1.0064,                 1.2001,                 1.5004,                 1.1622,                 1.1792,               0.007393,               0.007393,               0.007393
                     82,                 1.3269,                0.98803,                 1.1049,                 1.5448,                 1.1785,                 1.0669,                0.68003,                0.48623,                0.52386,                0.32555,                 1.3721,                  1.013,                 1.2017,                 1.4985,                 1.1619,                 1.1755,                0.00736,                0.00736,                0.00736
                     83,                 1.3136,                0.99672,                 1.1075,                 1.5493,                 1.1964,                 1.0754,                0.66786,                0.51517,                0.53818,                0.33724,                 1.3694,                 1.0098,                 1.1986,                 1.4968,                 1.1596,                 1.1723,               0.007327,               0.007327,               0.007327
                     84,                 1.3322,                 1.0114,                 1.1084,                 1.5494,                 1.1948,                 1.0749,                 0.6517,                0.49145,                0.51876,                0.32598,                 1.3717,                 1.0326,                 1.2008,                 1.4995,                 1.2262,                  1.174,               0.007294,               0.007294,               0.007294
                     85,                 1.3296,                0.99689,                 1.0996,                 1.5576,                 1.1733,                 1.0624,                0.65603,                0.49967,                0.52417,                 0.3282,                 1.3729,                 1.0141,                 1.2056,                 1.5038,                 1.1642,                 1.1835,               0.007261,               0.007261,               0.007261
                     86,                 1.3104,                0.97581,                 1.0913,                 1.5411,                 1.1556,                  1.056,                0.64707,                0.50449,                0.53113,                0.33157,                 1.3629,                 1.0036,                 1.1962,                 1.4991,                 1.1519,                 1.1767,               0.007228,               0.007228,               0.007228
                     87,                 1.2925,                0.94944,                 1.0902,                  1.516,                 1.1248,                 1.0558,                0.69196,                  0.499,                0.53633,                 0.3362,                 1.3603,                 1.0034,                 1.1964,                 1.4975,                 1.1608,                 1.1785,               0.007195,               0.007195,               0.007195
                     88,                 1.3091,                0.97624,                 1.0981,                 1.5381,                 1.1689,                 1.0682,                0.61307,                0.50037,                0.54069,                0.33661,                 1.3584,                 1.0008,                 1.1936,                  1.493,                 1.1601,                  1.175,               0.007162,               0.007162,               0.007162
                     89,                 1.3069,                0.96551,                 1.0959,                 1.5269,                  1.147,                  1.059,                0.59019,                0.50428,                0.53323,                0.33121,                 1.3576,                0.98931,                 1.1907,                  1.492,                 1.1308,                 1.1702,               0.007129,               0.007129,               0.007129
                     90,                 1.3042,                0.96868,                 1.0914,                 1.5399,                 1.1465,                 1.0581,                0.59338,                0.50334,                0.53602,                0.33706,                 1.3546,                0.98848,                 1.1944,                 1.4896,                 1.1407,                 1.1742,               0.007096,               0.007096,               0.007096
                     91,                 1.2931,                0.96278,                 1.0971,                 1.5176,                 1.1349,                  1.067,                0.67546,                 0.4941,                0.53392,                0.33477,                 1.3596,                0.98739,                 1.1947,                 1.4929,                 1.1347,                 1.1733,               0.007063,               0.007063,               0.007063
                     92,                 1.3038,                 0.9675,                  1.092,                 1.5387,                 1.1486,                 1.0584,                0.66884,                0.49886,                0.53542,                0.33737,                 1.3542,                0.98786,                 1.1903,                 1.4886,                 1.1472,                 1.1708,                0.00703,                0.00703,                0.00703
                     93,                 1.3005,                0.96969,                 1.0916,                 1.5337,                 1.1459,                  1.058,                0.68334,                0.49933,                0.53757,                0.33726,                 1.3586,                0.98561,                  1.196,                 1.4898,                 1.1475,                 1.1737,               0.006997,               0.006997,               0.006997
                     94,                 1.3012,                 0.9631,                 1.0989,                  1.538,                 1.1631,                 1.0651,                0.69606,                0.47928,                0.53358,                0.33449,                 1.3563,                0.99571,                  1.194,                 1.4873,                 1.1734,                  1.171,               0.006964,               0.006964,               0.006964
                     95,                 1.2905,                0.95726,                 1.0889,                 1.5196,                 1.1255,                 1.0579,                0.65431,                0.50873,                0.53494,                0.33262,                 1.3546,                0.98417,                 1.1945,                   1.49,                 1.1423,                 1.1736,               0.006931,               0.006931,               0.006931
                     96,                 1.2981,                0.95276,                 1.0927,                 1.5267,                 1.1233,                 1.0594,                0.66078,                0.50902,                0.53979,                0.33969,                 1.3481,                0.97974,                 1.1876,                 1.4835,                 1.1441,                 1.1693,               0.006898,               0.006898,               0.006898
                     97,                 1.2777,                0.94421,                 1.0879,                 1.5163,                 1.1266,                   1.06,                0.67638,                0.49901,                0.53916,                0.33703,                 1.3527,                0.98224,                 1.1911,                 1.4874,                 1.1421,                 1.1703,               0.006865,               0.006865,               0.006865
                     98,                 1.2873,                0.94001,                 1.0812,                 1.5157,                 1.1073,                 1.0479,                 0.6078,                0.49813,                0.53909,                0.33965,                 1.3545,                0.98959,                 1.1938,                 1.4866,                 1.1588,                 1.1722,               0.006832,               0.006832,               0.006832
                     99,                 1.2752,                0.94494,                 1.0815,                 1.5085,                 1.1066,                 1.0495,                0.67363,                0.50693,                0.54221,                0.34113,                 1.3523,                 0.9803,                 1.1921,                 1.4853,                 1.1414,                 1.1695,               0.006799,               0.006799,               0.006799
                    100,                  1.292,                0.94952,                  1.091,                  1.526,                 1.1337,                 1.0609,                0.66033,                0.51845,                0.54278,                0.34087,                 1.3544,                0.98205,                 1.1947,                 1.4853,                 1.1448,                 1.1686,               0.006766,               0.006766,               0.006766
                    101,                 1.2748,                0.93355,                 1.0758,                 1.5202,                 1.1017,                 1.0452,                0.66012,                0.51795,                0.55034,                0.34554,                 1.3498,                0.97413,                 1.1891,                 1.4844,                 1.1218,                  1.167,               0.006733,               0.006733,               0.006733
                    102,                 1.2954,                0.95275,                  1.089,                 1.5344,                 1.1296,                 1.0554,                0.70485,                0.49825,                0.55675,                0.34829,                 1.3492,                0.96371,                 1.1895,                 1.4851,                 1.1115,                 1.1693,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.2737,                0.93162,                 1.0749,                 1.5041,                 1.0992,                 1.0464,                0.70031,                0.50138,                0.55152,                0.34834,                 1.3444,                0.96828,                 1.1872,                  1.478,                 1.1229,                 1.1649,               0.006667,               0.006667,               0.006667
                    104,                 1.2676,                0.94046,                 1.0756,                 1.5059,                 1.0878,                 1.0423,                0.67869,                0.52167,                0.54777,                 0.3476,                 1.3379,                0.96199,                 1.1833,                 1.4775,                 1.1079,                 1.1634,               0.006634,               0.006634,               0.006634
                    105,                 1.2629,                 0.9224,                 1.0798,                 1.5004,                  1.097,                 1.0491,                0.67765,                0.51858,                0.54901,                0.34784,                 1.3396,                0.96321,                 1.1844,                 1.4765,                 1.1155,                 1.1625,               0.006601,               0.006601,               0.006601
