                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.0285,                  6.747,                 3.8603,                0.00282,                0.07245,                0.00206,                0.00063,                 3.2429,                 4.3607,                 3.2308,              0.0033308,              0.0033308,              0.0033308
                      2,                  3.364,                 5.2859,                 2.8316,                0.40869,                0.01976,                0.00738,                0.00221,                 2.9915,                 4.5846,                 2.6595,              0.0066422,              0.0066422,              0.0066422
                      3,                 2.9833,                 4.4533,                 2.3861,                0.02812,                0.20739,                0.03236,                0.01164,                 2.6763,                 3.5455,                  2.269,              0.0099315,              0.0099315,              0.0099315
                      4,                 2.7509,                 3.8861,                 2.1653,                0.21563,                0.07657,                0.07895,                0.03118,                 2.4948,                 3.1936,                 2.1615,               0.009901,               0.009901,               0.009901
                      5,                 2.5764,                  3.548,                  2.017,                 0.4625,                0.10494,                0.10046,                0.04738,                 2.2875,                 2.8916,                 1.9997,               0.009868,               0.009868,               0.009868
                      6,                 2.4354,                 3.2217,                 1.8972,                0.49379,                0.16706,                 0.1263,                0.05704,                 2.2443,                 2.7883,                 1.9243,               0.009835,               0.009835,               0.009835
                      7,                 2.3531,                 3.0249,                 1.8222,                0.68675,                0.16787,                0.17194,                 0.0745,                 2.1391,                 2.5281,                   1.86,               0.009802,               0.009802,               0.009802
                      8,                  2.272,                 2.8402,                 1.7967,                0.69399,                0.21151,                0.19186,                0.09408,                 2.0628,                 2.3891,                 1.8021,               0.009769,               0.009769,               0.009769
                      9,                 2.2416,                 2.7866,                  1.764,                0.76893,                0.21297,                0.22623,                0.11793,                 2.0308,                 2.3327,                 1.7736,               0.009736,               0.009736,               0.009736
                     10,                 2.1871,                  2.694,                 1.7243,                0.71418,                0.21702,                0.23213,                0.12444,                 1.9484,                 2.1888,                 1.7251,               0.009703,               0.009703,               0.009703
                     11,                 2.1505,                 2.6645,                 1.6815,                0.63983,                0.22596,                0.25026,                 0.1303,                 1.9405,                 2.1852,                 1.6893,                0.00967,                0.00967,                0.00967
                     12,                 2.1189,                 2.5301,                 1.6663,                0.70802,                0.22989,                        0.26245,                0.13556,                  1.999,                 2.1279,                  1.718,               0.009637,               0.009637,               0.009637
                     13,                 2.0784,                 2.4977,                 1.6417,                0.69615,                0.24009,                0.28312,                0.14669,                 1.8647,                 2.0091,                 1.6568,               0.009604,               0.009604,               0.009604
