               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11115,            0.052196,            0.071437,              0.5386,           0.0099333,           0.0020808,          0.00044933,             0.10093,            0.091174,            0.067137,             0.07009,           0.0033233,           0.0033233
                   1,             0.09972,             0.04978,            0.056863,           0.0042522,            0.085795,           0.0041387,           0.0012541,            0.095361,            0.088364,            0.056082,            0.040057,           0.0066237,           0.0066237
                   2,            0.096292,            0.048019,            0.052748,             0.14493,            0.043446,           0.0051474,           0.0013241,             0.09639,            0.091256,            0.052418,           0.0099915,           0.0098911,           0.0098911
                   3,            0.093003,            0.049005,            0.049298,              0.2174,            0.027366,            0.012337,           0.0033917,            0.088308,             0.10297,            0.054918,           0.0098515,           0.0098515,           0.0098515
                   4,            0.089176,            0.048645,            0.045515,             0.62786,            0.071614,            0.016039,           0.0047337,            0.085407,            0.094669,            0.046046,           0.0098515,           0.0098515,           0.0098515
                   5,            0.086264,            0.048666,            0.040756,             0.63753,            0.099187,            0.021265,           0.0069241,            0.083529,             0.10873,            0.056518,            0.009802,            0.009802,            0.009802
                   6,            0.084095,            0.048133,            0.036958,             0.60623,              0.1469,            0.056078,            0.018725,            0.079726,            0.094441,            0.035199,           0.0097525,           0.0097525,           0.0097525
                   7,            0.081337,            0.048072,            0.033993,             0.73772,             0.12455,            0.094616,            0.028247,            0.076668,             0.09308,            0.030127,            0.009703,            0.009703,            0.009703
                   8,            0.079883,            0.046947,            0.031567,             0.66431,             0.18388,             0.10343,             0.03504,            0.076097,            0.095054,            0.029522,           0.0096535,           0.0096535,           0.0096535
                   9,            0.078702,            0.046799,             0.03024,             0.73566,             0.14939,             0.14319,            0.054339,            0.072205,            0.091771,            0.027826,            0.009604,            0.009604,            0.009604
                  10,            0.076897,            0.045589,            0.027756,             0.74482,             0.16334,             0.15129,            0.059453,            0.071404,            0.086268,            0.025673,           0.0095545,           0.0095545,           0.0095545
                  11,            0.076165,            0.044684,            0.025232,             0.70078,             0.20338,             0.16241,            0.057614,            0.070606,            0.089556,            0.026685,            0.009505,            0.009505,            0.009505
                  12,            0.075475,            0.044297,            0.025891,             0.74994,             0.19262,              0.1802,             0.06475,            0.069644,             0.09015,            0.026868,           0.0094555,           0.0094555,           0.0094555
                  13,             0.07451,            0.044464,            0.024209,             0.75137,             0.20432,             0.19448,            0.077154,            0.068214,            0.087496,             0.02282,            0.009406,            0.009406,            0.009406
                  14,            0.073081,            0.044165,            0.022902,              0.7552,             0.20355,             0.21225,            0.084766,            0.066779,             0.08526,            0.022899,           0.0093565,           0.0093565,           0.0093565
                  15,            0.072764,            0.043111,            0.022559,             0.76668,             0.20074,             0.20518,            0.078399,            0.067301,            0.089132,            0.024392,            0.009307,            0.009307,            0.009307
                  16,            0.071613,             0.04252,            0.021441,             0.77388,              0.2205,             0.23087,            0.089662,            0.064887,            0.086945,            0.020592,           0.0092575,           0.0092575,           0.0092575
                  17,            0.071133,            0.042117,            0.020329,             0.80406,             0.23092,             0.26405,             0.11429,            0.064106,            0.083378,            0.021145,            0.009208,            0.009208,            0.009208
                  18,            0.070791,            0.042128,            0.020549,             0.78196,             0.24744,             0.25155,             0.09948,            0.063759,            0.083818,            0.020953,           0.0091585,           0.0091585,           0.0091585
                  19,             0.06942,            0.041571,            0.019138,             0.82313,             0.19263,             0.22199,            0.096932,            0.067332,            0.083488,            0.023321,            0.009109,            0.009109,            0.009109
                  20,            0.069334,            0.041588,            0.018842,             0.81299,             0.25051,             0.27115,             0.11835,            0.063318,            0.082451,            0.018316,           0.0090595,           0.0090595,           0.0090595
                  21,            0.068492,            0.041497,            0.019195,             0.72905,             0.28578,             0.25863,             0.10631,            0.061836,            0.083888,            0.018308,             0.00901,             0.00901,             0.00901
                  22,            0.068534,            0.041719,            0.018095,             0.78617,             0.27539,             0.29133,             0.13139,            0.061809,            0.082379,            0.019756,           0.0089605,           0.0089605,           0.0089605
                  23,            0.067841,            0.040318,            0.017476,             0.80745,             0.26353,             0.28728,             0.13511,            0.061541,            0.081819,            0.018608,            0.008911,            0.008911,            0.008911
