                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.0638,                 4.9947,                 3.7281,                0.00388,                0.06201,                0.00277,                0.00073,                 3.5523,                 4.1152,                 3.0931,                0.07009,              0.0033233,              0.0033233
                      1,                 3.4036,                 3.9361,                 2.6107,                0.23055,                0.09034,                0.01694,                0.00588,                 2.9297,                 5.7546,                   2.38,               0.040057,              0.0066237,              0.0066237
                      2,                 2.8624,                  3.338,                  2.089,                0.16297,                 0.1475,                 0.0483,                0.01856,                 2.6954,                 4.4871,                 2.0839,              0.0099915,              0.0098911,              0.0098911
                      3,                 2.5027,                 2.8836,                 1.8328,                0.50369,                0.17727,                0.11238,                 0.0466,                 2.3355,                 4.2197,                 1.9433,              0.0098515,              0.0098515,              0.0098515
                      4,                 2.2944,                 2.5176,                 1.6827,                0.58045,                0.16324,                0.13597,                0.06199,                 2.2013,                 3.3848,                  1.844,              0.0098515,              0.0098515,              0.0098515
                      5,                 2.1761,                 2.2914,                 1.6033,                0.64849,                0.21563,                0.20289,                0.09721,                 2.0671,                 2.3573,                 1.6849,               0.009802,               0.009802,               0.009802
                      6,                 2.0492,                 2.0921,                 1.5126,                0.68718,                0.23048,                0.22933,                0.11609,                  1.949,                 2.0613,                 1.6054,              0.0097525,              0.0097525,              0.0097525
                      7,                 1.9747,                 1.9009,                 1.4363,                0.73547,                0.23636,                0.28753,                0.14496,                 1.9016,                 2.0076,                 1.5349,               0.009703,               0.009703,               0.009703
                      8,                  1.936,                 1.8797,                 1.4442,                0.46727,                0.24778,                0.23594,                0.11923,                 1.8877,                 1.9924,                 1.5689,              0.0096535,              0.0096535,              0.0096535
                      9,                 1.8697,                 1.7728,                 1.3922,                0.62962,                 0.2859,                0.31309,                0.15612,                 1.8483,                 1.8268,                 1.5027,               0.009604,               0.009604,               0.009604
                     10,                 1.8313,                 1.7017,                 1.3778,                0.62464,                 0.3369,                0.34987,                0.18143,                 1.7903,                 1.6026,                 1.4848,              0.0095545,              0.0095545,              0.0095545
                     11,                 1.7957,                 1.6734,                  1.358,                0.60892,                0.35336,                 0.3726,                0.19911,                  1.687,                 1.5786,                 1.4179,               0.009505,               0.009505,               0.009505
                     12,                 1.7665,                 1.6034,                 1.3347,                0.67838,                0.32885,                 0.3665,                 0.1996,                 1.7048,                 1.5999,                 1.4118,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.7261,                 1.5206,                 1.3206,                0.62101,                  0.372,                0.38637,                0.20735,                   1.66,                 1.5924,                 1.3794,               0.009406,               0.009406,               0.009406
                     14,                 1.7154,                 1.5254,                 1.3091,                0.64451,                0.36819,                0.38685,                0.20575,                 1.7037,                 1.4903,                 1.4054,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.6942,                 1.4877,                  1.298,                0.52675,                0.36844,                0.39869,                0.22125,                 1.6332,                 1.4876,                 1.3752,               0.009307,               0.009307,               0.009307
                     16,                 1.6832,                  1.463,                 1.2862,                0.58298,                0.36369,                0.39858,                0.22494,                  1.657,                  1.448,                 1.3659,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.6566,                 1.4409,                 1.2758,                0.56329,                0.35555,                0.39169,                0.21933,                 1.6145,                 1.3848,                 1.3523,               0.009208,               0.009208,               0.009208
                     18,                 1.6387,                 1.4183,                 1.2815,                0.60128,                 0.3888,                0.41093,                0.23158,                  1.618,                 1.3936,                 1.3589,              0.0091585,              0.0091585,              0.0091585
                     19,                 1.6287,                 1.3902,                 1.2658,                0.69782,                0.40104,                0.40533,                 0.2281,                 1.6168,                 1.4211,                 1.3464,               0.009109,               0.009109,               0.009109
                     20,                 1.6097,                 1.3577,                 1.2427,                0.55724,                 0.4249,                0.41496,                0.23599,                 1.5994,                 1.3524,                 1.3457,              0.0090595,              0.0090595,              0.0090595
                     21,                 1.5936,                  1.341,                 1.2425,                0.52276,                0.43257,                0.43821,                0.25025,                 1.5678,                 1.3711,                 1.3228,                0.00901,                0.00901,                0.00901
                     22,                 1.5745,                 1.3376,                 1.2462,                0.59238,                0.40315,                0.43476,                0.24793,                 1.5664,                 1.4341,                 1.3193,              0.0089605,              0.0089605,              0.0089605
                     23,                 1.5868,                  1.323,                 1.2327,                0.55202,                0.44309,                0.43153,                0.24524,                  1.553,                 1.3273,                 1.3023,               0.008911,               0.008911,               0.008911
