                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                 1.3289,                0.98271,                 1.0941,                0.61493,                0.53831,                 0.5676,                 0.3473,                 1.3707,                 1.0315,                 1.1883,                0.00604,                0.00604,                0.00604
                     82,                  1.322,                 0.9865,                 1.0962,                0.61123,                0.54206,                0.56021,                0.34229,                 1.3686,                 1.0332,                 1.1916,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.3156,                0.97703,                 1.0912,                0.60956,                0.53965,                0.56743,                0.34746,                   1.37,                 1.0145,                 1.1916,               0.005941,               0.005941,               0.005941
                     84,                 1.3196,                0.97272,                 1.0938,                0.66022,                0.54071,                0.56238,                0.34887,                 1.3728,                 1.0304,                 1.1886,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.3047,                0.96749,                 1.0831,                0.69108,                0.52989,                0.56485,                0.34597,                 1.3719,                 1.0174,                 1.1886,               0.005842,               0.005842,               0.005842
                     86,                 1.3208,                0.98333,                 1.0893,                0.67415,                0.53196,                0.55859,                0.34461,                 1.3642,                 1.0221,                 1.1821,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.2776,                0.94965,                 1.0824,                0.60573,                0.53214,                0.56369,                0.34584,                 1.3668,                  1.017,                  1.185,               0.005743,               0.005743,               0.005743
                     88,                 1.2943,                0.95119,                 1.0827,                0.69372,                0.53755,                0.56768,                0.34948,                 1.3625,                 1.0058,                 1.1822,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.2913,                0.95582,                 1.0862,                 0.6802,                0.53478,                0.56701,                0.35425,                 1.3601,                 1.0044,                 1.1811,               0.005644,               0.005644,               0.005644
                     90,                 1.2786,                0.93672,                 1.0861,                0.68913,                0.54528,                0.57811,                 0.3571,                 1.3587,                0.99569,                 1.1831,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.2933,                  0.959,                 1.0795,                0.69874,                0.53795,                 0.5824,                0.35757,                 1.3635,                 1.0089,                 1.1849,               0.005545,               0.005545,               0.005545
                     92,                 1.3001,                0.95799,                 1.0857,                0.67391,                0.54401,                0.57544,                0.35405,                 1.3552,                 0.9975,                 1.1799,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.2935,                0.93685,                 1.0767,                 0.6804,                0.53823,                0.57151,                 0.3554,                 1.3561,                0.99987,                 1.1791,               0.005446,               0.005446,               0.005446
                     94,                 1.2841,                0.94677,                 1.0768,                0.69446,                 0.5327,                0.56651,                 0.3507,                 1.3549,                0.99653,                 1.1749,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.2877,                0.92785,                 1.0701,                0.58503,                0.59267,                0.60089,                0.36225,                 1.3568,                0.99635,                 1.1801,               0.005347,               0.005347,               0.005347
                     96,                 1.2694,                0.91789,                 1.0723,                0.68401,                0.54072,                0.57536,                0.35689,                 1.3469,                0.98572,                 1.1751,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.2778,                0.92408,                 1.0693,                0.67396,                0.54463,                0.56398,                0.34866,                 1.3538,                0.99166,                 1.1765,               0.005248,               0.005248,               0.005248
                     98,                 1.2632,                0.92617,                 1.0744,                 0.6876,                0.53488,                0.56411,                0.35095,                 1.3572,                 1.0044,                 1.1775,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.2785,                0.92582,                 1.0758,                0.68963,                0.54452,                0.56823,                0.34976,                 1.3534,                0.98719,                 1.1767,               0.005149,               0.005149,               0.005149
                    100,                 1.2596,                 0.9003,                 1.0644,                0.67627,                0.53973,                0.57111,                0.35194,                 1.3537,                0.99371,                 1.1764,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.2876,                0.90534,                 1.0655,                0.68966,                 0.5409,                0.56979,                 0.3503,                 1.3568,                 0.9912,                 1.1773,                0.00505,                0.00505,                0.00505
                    102,                 1.2521,                0.89701,                 1.0635,                0.69728,                0.54119,                0.57189,                0.35212,                 1.3547,                0.98668,                  1.176,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.2727,                0.92259,                 1.0704,                0.68682,                0.53812,                0.57652,                 0.3549,                 1.3542,                0.99027,                 1.1763,               0.004951,               0.004951,               0.004951
                    104,                 1.2477,                0.89623,                 1.0553,                0.68091,                0.54294,                0.57242,                0.35655,                 1.3479,                 0.9835,                 1.1748,              0.0049015,              0.0049015,              0.0049015
                    105,                   1.26,                0.91395,                 1.0589,                0.68577,                0.54423,                0.57884,                0.35676,                 1.3465,                0.98924,                 1.1745,               0.004852,               0.004852,               0.004852
                    106,                 1.2527,                0.89625,                 1.0543,                0.59228,                0.59548,                0.58163,                 0.3631,                 1.3456,                0.99002,                 1.1735,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.2673,                0.91023,                 1.0596,                0.70436,                0.55226,                 0.5815,                0.36217,                 1.3444,                0.99066,                 1.1739,               0.004753,               0.004753,               0.004753
                    108,                 1.2546,                0.90013,                 1.0649,                0.70166,                0.54062,                0.57555,                0.36044,                 1.3468,                0.98872,                 1.1723,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.2448,                0.88527,                   1.06,                0.71498,                 0.5446,                 0.5796,                0.36315,                 1.3446,                 0.9772,                 1.1746,               0.004654,               0.004654,               0.004654
                    110,                 1.2522,                0.89592,                 1.0616,                0.70386,                0.53594,                   0.59,                0.36423,                 1.3381,                0.97366,                  1.172,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.2462,                0.89117,                  1.058,                0.68254,                0.55688,                0.58192,                0.36114,                 1.3397,                0.97321,                 1.1738,               0.004555,               0.004555,               0.004555
                    112,                 1.2378,                0.86933,                 1.0573,                0.67093,                0.55741,                0.58644,                0.35864,                 1.3418,                0.97304,                  1.173,              0.0045055,              0.0045055,              0.0045055
                    113,                  1.241,                0.88353,                 1.0548,                 0.6866,                 0.5502,                0.57833,                0.36019,                 1.3393,                0.96752,                 1.1712,               0.004456,               0.004456,               0.004456
                    114,                 1.2409,                 0.8955,                 1.0529,                 0.6761,                0.56557,                0.58549,                0.36374,                 1.3388,                0.97132,                 1.1715,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.2359,                0.87302,                 1.0494,                0.68409,                0.57615,                0.58886,                0.36682,                 1.3381,                0.97169,                 1.1703,               0.004357,               0.004357,               0.004357
                    116,                 1.2313,                0.87294,                 1.0443,                0.69265,                0.56048,                0.58457,                0.36519,                 1.3371,                0.97461,                 1.1696,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.2269,                0.85561,                 1.0412,                0.70047,                0.55236,                0.57959,                0.36475,                 1.3391,                0.97652,                 1.1699,               0.004258,               0.004258,               0.004258
                    118,                 1.2399,                0.87096,                 1.0438,                0.68724,                0.55259,                0.58327,                0.36424,                 1.3398,                0.98033,                 1.1693,              0.0042085,              0.0042085,              0.0042085
                    119,                  1.232,                0.86865,                 1.0459,                0.68611,                 0.5606,                 0.5844,                 0.3649,                 1.3379,                0.97888,                  1.168,               0.004159,               0.004159,               0.004159
                    120,                 1.2315,                0.87997,                 1.0452,                0.70435,                0.55082,                0.58377,                0.36556,                 1.3368,                0.97284,                 1.1669,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.2206,                0.85741,                 1.0423,                0.69431,                 0.5592,                0.58451,                0.36548,                 1.3365,                 0.9741,                 1.1677,                0.00406,                0.00406,                0.00406
                    122,                 1.2073,                0.85377,                 1.0428,                0.71064,                0.54816,                0.58667,                0.36583,                 1.3342,                0.97063,                  1.167,              0.0040105,              0.0040105,              0.0040105
