                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.9612,                 5.2248,                 3.8146,                 0.4061,                0.02418,                0.00197,                0.00052,                 3.4036,                 5.2052,                 2.9571,              0.0033233,              0.0033233,              0.0033233
                      2,                 3.2505,                 3.9519,                 2.6343,                0.21687,                0.05643,                 0.0106,                0.00298,                 3.4076,                 5.5344,                 2.6665,              0.0066347,              0.0066347,              0.0066347
                      3,                 2.8236,                  3.381,                 2.1556,                0.64326,                0.11939,                 0.0725,                0.02686,                 2.6309,                 3.1664,                 2.1689,               0.009924,               0.009924,               0.009924
                      4,                 2.5421,                 2.9546,                 1.9048,                0.24127,                0.16277,                0.09667,                0.04414,                 2.3911,                 3.4658,                 1.9009,               0.009901,               0.009901,               0.009901
                      5,                 2.3303,                 2.5799,                 1.7299,                0.56819,                0.17485,                0.16002,                0.07237,                 2.1436,                 2.4013,                 1.7548,               0.009868,               0.009868,               0.009868
                      6,                 2.2274,                 2.3337,                 1.6519,                0.58795,                0.22159,                 0.1952,                0.09473,                 2.0019,                 2.2458,                 1.6474,               0.009835,               0.009835,               0.009835
                      7,                 2.1537,                 2.2375,                 1.5896,                0.63872,                0.24355,                0.21622,                0.10957,                 1.9963,                 2.3368,                 1.6164,               0.009802,               0.009802,               0.009802
                      8,                  2.035,                 2.0194,                 1.5265,                0.70545,                0.21525,                0.21884,                0.11044,                 1.9483,                 2.1336,                 1.5813,               0.009769,               0.009769,               0.009769
                      9,                 1.9777,                 1.9311,                 1.4793,                0.72897,                0.25113,                0.29224,                0.15086,                 1.8639,                 1.9387,                 1.5241,               0.009736,               0.009736,               0.009736
                     10,                 1.9253,                 1.8279,                 1.4443,                0.72883,                0.24634,                0.28295,                0.15263,                 1.8708,                 1.9086,                 1.5289,               0.009703,               0.009703,               0.009703
                     11,                 1.9062,                 1.7998,                 1.4304,                0.70996,                0.23843,                0.29339,                0.15038,                  1.828,                 1.8863,                 1.4964,                0.00967,                0.00967,                0.00967
                     12,                 1.8747,                 1.7491,                 1.3846,                0.67459,                0.25715,                0.30646,                 0.1629,                 1.8345,                 1.8643,                 1.4675,               0.009637,               0.009637,               0.009637
                     13,                 1.8407,                 1.7562,                 1.3889,                0.68182,                 0.2802,                0.33767,                0.18661,                 1.7421,                 1.8212,                 1.4526,               0.009604,               0.009604,               0.009604
                     14,                 1.8333,                 1.6871,                  1.378,                0.67296,                0.32242,                0.34001,                0.18711,                 1.7795,                 1.6868,                 1.4586,               0.009571,               0.009571,               0.009571
                     15,                 1.7847,                 1.6273,                 1.3447,                0.61219,                0.33491,                0.36324,                0.19241,                 1.7043,                 1.6572,                 1.4048,               0.009538,               0.009538,               0.009538
                     16,                 1.7684,                 1.5907,                 1.3296,                 0.6826,                0.36421,                0.37101,                0.20652,                 1.6897,                 1.6509,                 1.3969,               0.009505,               0.009505,               0.009505
                     17,                 1.7331,                 1.5856,                 1.3189,                0.67366,                0.30891,                 0.3672,                0.20725,                 1.6636,                 1.5701,                 1.3778,               0.009472,               0.009472,               0.009472
                     18,                 1.7008,                 1.4738,                 1.2946,                0.65398,                0.34694,                0.37825,                 0.2084,                 1.6812,                 1.5375,                 1.3932,               0.009439,               0.009439,               0.009439
                     19,                 1.6832,                 1.4798,                 1.2921,                0.62114,                 0.3477,                0.37916,                 0.2146,                 1.6411,                 1.5353,                 1.3702,               0.009406,               0.009406,               0.009406
                     20,                 1.6789,                 1.4228,                 1.2787,                0.73452,                0.34329,                0.37955,                0.20981,                 1.6433,                 1.5258,                  1.368,               0.009373,               0.009373,               0.009373
                     21,                 1.6408,                 1.4407,                 1.2773,                0.59466,                0.38495,                0.39377,                 0.2219,                  1.636,                 1.4705,                 1.3553,                0.00934,                0.00934,                0.00934
                     22,                 1.6545,                 1.3864,                 1.2573,                0.68231,                0.39876,                0.42183,                0.24557,                 1.5985,                 1.3475,                 1.3429,               0.009307,               0.009307,               0.009307
                     23,                 1.6198,                 1.3641,                 1.2493,                0.61692,                0.39087,                0.39564,                0.22398,                  1.611,                 1.4568,                 1.3394,               0.009274,               0.009274,               0.009274
                     24,                 1.6101,                 1.3749,                 1.2496,                0.61267,                0.40176,                0.42048,                0.24138,                 1.5956,                 1.3979,                 1.3324,               0.009241,               0.009241,               0.009241
                     25,                 1.6093,                 1.3804,                 1.2461,                0.71584,                0.38486,                0.42392,                0.24226,                 1.5844,                 1.3837,                 1.3201,               0.009208,               0.009208,               0.009208
                     26,                 1.5983,                 1.3628,                 1.2446,                0.52929,                0.38903,                0.39826,                0.23213,                 1.5855,                 1.4417,                 1.3198,               0.009175,               0.009175,               0.009175
                     27,                 1.5852,                 1.3202,                 1.2244,                0.58732,                0.41003,                0.43213,                0.24791,                 1.5708,                  1.343,                 1.3139,               0.009142,               0.009142,               0.009142
                     28,                  1.575,                 1.2985,                 1.2276,                0.71016,                0.40208,                0.43175,                0.24836,                 1.5636,                 1.3897,                 1.3077,               0.009109,               0.009109,               0.009109
                     29,                 1.5606,                 1.2969,                 1.2299,                 0.6692,                 0.4098,                0.43347,                0.25011,                 1.5539,                 1.3314,                 1.2995,               0.009076,               0.009076,               0.009076
                     30,                 1.5589,                 1.2722,                 1.2108,                0.53456,                0.42988,                0.44416,                0.26435,                  1.531,                 1.3278,                 1.2908,               0.009043,               0.009043,               0.009043
                     31,                 1.5613,                 1.2731,                 1.2122,                0.60096,                0.40682,                0.44143,                0.26373,                 1.5398,                 1.2924,                 1.2949,                0.00901,                0.00901,                0.00901
                     32,                 1.5225,                 1.2489,                 1.2007,                0.64577,                 0.4358,                0.46386,                0.26068,                 1.5403,                 1.3121,                 1.2946,               0.008977,               0.008977,               0.008977
                     33,                 1.5433,                 1.2448,                 1.2041,                0.60784,                0.44578,                0.47637,                0.27859,                 1.5206,                 1.3056,                 1.2834,               0.008944,               0.008944,               0.008944
                     34,                 1.5187,                 1.2406,                 1.1963,                0.62386,                0.43838,                0.45737,                0.26532,                 1.5108,                 1.2609,                 1.2692,               0.008911,               0.008911,               0.008911
                     35,                 1.5191,                 1.2217,                 1.1957,                0.63446,                0.44322,                0.48813,                0.28482,                 1.5063,                 1.2279,                 1.2717,               0.008878,               0.008878,               0.008878
