               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.19064,            0.035405,            0.076487,           0.0013522,           0.0024353,          0.00031151,          8.0381e-05,             0.23755,             0.95056,             0.16877,             0.07009,           0.0033233,           0.0033233
                   1,             0.15484,            0.042888,            0.064914,             0.67772,            0.047001,           0.0039526,           0.0009193,             0.13732,            0.068446,            0.061545,            0.040057,           0.0066237,           0.0066237
                   2,             0.13709,            0.042262,            0.053472,             0.21642,             0.03034,           0.0059954,           0.0016514,             0.14883,             0.06623,            0.057887,           0.0099915,           0.0098911,           0.0098911
                   3,             0.12178,            0.046614,            0.048631,             0.15215,            0.042001,           0.0094825,            0.002724,              0.1441,             0.13891,            0.056044,           0.0098515,           0.0098515,           0.0098515
                   4,              0.1096,            0.052858,            0.043006,             0.70752,             0.13448,            0.079188,            0.028119,            0.095428,            0.075241,            0.041612,           0.0098515,           0.0098515,           0.0098515
                   5,             0.10235,            0.052386,            0.039507,             0.73707,             0.14115,             0.10448,              0.0384,            0.094633,            0.072084,            0.036256,            0.009802,            0.009802,            0.009802
                   6,            0.096466,            0.049793,            0.035315,             0.74795,             0.15795,             0.15518,            0.064195,            0.090858,             0.07916,            0.037587,           0.0097525,           0.0097525,           0.0097525
                   7,            0.091127,            0.051722,            0.030693,             0.77858,             0.21739,             0.22156,            0.097613,            0.078582,            0.073976,            0.030307,            0.009703,            0.009703,            0.009703
                   8,            0.087896,            0.052131,            0.027361,             0.81103,             0.24415,             0.26078,              0.1207,            0.075366,            0.071509,            0.026601,           0.0096535,           0.0096535,           0.0096535
                   9,            0.085012,            0.051311,            0.024313,             0.80802,             0.24792,             0.26278,             0.12002,            0.077299,            0.073053,            0.024563,            0.009604,            0.009604,            0.009604
                  10,            0.081951,            0.049404,            0.022591,             0.83065,             0.27532,             0.29008,             0.13934,            0.070536,            0.069748,            0.021895,           0.0095545,           0.0095545,           0.0095545
                  11,            0.079308,            0.048023,            0.021058,             0.85153,             0.28182,              0.3386,             0.16728,            0.069397,            0.068681,            0.022899,            0.009505,            0.009505,            0.009505
                  12,            0.077831,            0.047408,            0.019862,             0.83172,             0.25888,             0.29771,              0.1326,            0.077291,            0.064731,            0.022764,           0.0094555,           0.0094555,           0.0094555
                  13,            0.077547,            0.046933,            0.019277,              0.8793,             0.28025,             0.36064,             0.18223,            0.066526,            0.068392,            0.021597,            0.009406,            0.009406,            0.009406
                  14,            0.075833,            0.047111,            0.017825,             0.85852,             0.29448,             0.36486,             0.17014,            0.067059,            0.070128,            0.018679,           0.0093565,           0.0093565,           0.0093565
                  15,            0.073133,            0.046744,            0.017331,             0.87107,             0.30281,              0.3823,             0.18741,            0.068257,            0.067366,            0.018474,            0.009307,            0.009307,            0.009307
                  16,            0.071974,            0.048376,             0.01624,             0.77033,             0.33325,              0.3807,             0.18309,             0.06515,             0.06612,            0.017618,           0.0092575,           0.0092575,           0.0092575
                  17,            0.070997,            0.047232,            0.015301,             0.78811,             0.36326,             0.41762,             0.21542,            0.060813,            0.065836,            0.016807,            0.009208,            0.009208,            0.009208
                  18,            0.069791,            0.047259,            0.014576,              0.6976,             0.38044,             0.40956,             0.20813,            0.062383,            0.065091,            0.016811,           0.0091585,           0.0091585,           0.0091585
